Epoch,IOU_Train,IOU_Val
965,0.7181,0.4764
966,0.7176,0.5288
967,0.7183,0.4508
968,0.7177,0.5549
969,0.7182,0.4465
970,0.7180,0.4430
971,0.7174,0.3848
972,0.7181,0.4642
973,0.7174,0.5079
974,0.7176,0.3803
975,0.7179,0.4642
976,0.7178,0.3274
977,0.7169,0.5076
978,0.7160,0.5104
979,0.7166,0.5123
980,0.7174,0.4992
981,0.7181,0.4059
982,0.7176,0.4062
983,0.7182,0.4266
984,0.7166,0.4361
985,0.7179,0.4913
986,0.7180,0.5442
987,0.7175,0.4297
988,0.7164,0.5011
989,0.7171,0.4618
990,0.7172,0.5430
991,0.7182,0.4167
992,0.7178,0.4495
993,0.7167,0.4951
994,0.7176,0.5237
995,0.7173,0.4847
996,0.7176,0.5240
997,0.7174,0.5176
998,0.7170,0.5053
999,0.7171,0.5314
