Epoch,Loss,IOU_Train,IOU_Val,Time
300,0.139156,0.7030,0.3694,46.92
301,0.139745,0.7011,0.4176,46.68
302,0.138274,0.7035,0.4726,47.36
303,0.138454,0.7025,0.4429,47.02
304,0.139312,0.7018,0.5315,46.33
305,0.139421,0.7020,0.4520,46.49
306,0.137457,0.7041,0.4536,48.46
307,0.139148,0.7026,0.4653,45.75
308,0.138730,0.7035,0.4332,46.33
309,0.138609,0.7034,0.5417,46.52
310,0.138662,0.7031,0.5151,46.87
311,0.137661,0.7037,0.5173,47.93
312,0.137356,0.7045,0.4921,45.93
313,0.138846,0.7023,0.2503,45.37
314,0.138190,0.7029,0.4848,44.40
315,0.138164,0.7031,0.5594,46.13
316,0.138054,0.7030,0.4660,46.08
317,0.138175,0.7035,0.5010,47.30
318,0.137454,0.7045,0.5403,45.40
319,0.137710,0.7040,0.4068,44.73
320,0.137451,0.7044,0.4875,45.23
321,0.136903,0.7045,0.5377,46.29
322,0.137569,0.7046,0.5315,44.74
323,0.138239,0.7038,0.4730,44.95
324,0.137831,0.7038,0.4509,46.02
325,0.138197,0.7033,0.5386,45.45
326,0.138652,0.7023,0.5021,45.45
