Epoch,Loss,IOU_Train,IOU_Val,Time
965,0.126797,0.7181,0.4764,44.05
966,0.127124,0.7176,0.5288,43.54
967,0.126651,0.7183,0.4508,43.41
968,0.127146,0.7177,0.5549,44.05
969,0.126677,0.7182,0.4465,43.38
970,0.127209,0.7180,0.4430,43.49
971,0.128031,0.7174,0.3848,43.43
972,0.127502,0.7181,0.4642,43.54
973,0.127719,0.7174,0.5079,44.05
974,0.127264,0.7176,0.3803,44.01
975,0.127362,0.7179,0.4642,43.67
976,0.126930,0.7178,0.3274,43.77
977,0.128078,0.7169,0.5076,43.96
978,0.129003,0.7160,0.5104,44.02
979,0.128538,0.7166,0.5123,43.67
980,0.127902,0.7174,0.4992,43.90
981,0.126684,0.7181,0.4059,43.57
982,0.127418,0.7176,0.4062,43.82
983,0.127012,0.7182,0.4266,43.73
984,0.128696,0.7166,0.4361,44.07
985,0.127283,0.7179,0.4913,43.57
986,0.127003,0.7180,0.5442,43.51
987,0.127306,0.7175,0.4297,44.79
988,0.128472,0.7164,0.5011,43.76
989,0.127858,0.7171,0.4618,43.71
990,0.127862,0.7172,0.5430,43.74
991,0.126960,0.7182,0.4167,43.63
992,0.127358,0.7178,0.4495,43.64
993,0.128686,0.7167,0.4951,43.47
994,0.127581,0.7176,0.5237,43.65
995,0.127652,0.7173,0.4847,44.08
996,0.127671,0.7176,0.5240,43.93
997,0.127516,0.7174,0.5176,43.77
998,0.128663,0.7170,0.5053,43.79
999,0.127866,0.7171,0.5314,43.71
