Epoch,Loss,IOU_Train,IOU_Val,Time
0,0.304893,0.6578,0.5951,9.78
1,0.263572,0.6872,0.6438,9.02
2,0.253296,0.6958,0.6632,10.27
3,0.248367,0.6981,0.6612,9.09
4,0.239388,0.7062,0.6198,9.03
5,0.235927,0.7081,0.6026,9.04
6,0.232410,0.7109,0.6186,9.07
7,0.228022,0.7147,0.6217,9.03
8,0.226131,0.7165,0.5727,9.04
9,0.222707,0.7200,0.6391,9.05
10,0.221351,0.7202,0.6481,9.04
11,0.218739,0.7228,0.6702,9.06
12,0.215658,0.7242,0.6363,9.08
13,0.213236,0.7275,0.6001,9.28
14,0.211511,0.7280,0.6280,9.06
15,0.206208,0.7320,0.6510,9.08
16,0.203851,0.7347,0.5861,9.08
17,0.202083,0.7351,0.6306,9.12
18,0.199369,0.7380,0.6615,9.10
19,0.197003,0.7390,0.6425,9.07
20,0.194387,0.7422,0.6685,9.14
21,0.190024,0.7462,0.6136,9.08
22,0.189507,0.7462,0.6669,9.13
23,0.186359,0.7490,0.6648,9.21
24,0.183320,0.7517,0.6559,9.12
25,0.182362,0.7525,0.6632,9.14
26,0.180514,0.7544,0.6211,9.06
27,0.177308,0.7576,0.6714,9.11
28,0.176444,0.7574,0.5501,9.17
29,0.173780,0.7608,0.6686,9.06
30,0.171529,0.7628,0.6743,9.07
31,0.170793,0.7639,0.5987,9.08
32,0.169091,0.7656,0.5892,9.08
33,0.169117,0.7654,0.6161,9.08
34,0.165663,0.7687,0.6328,9.13
35,0.165537,0.7688,0.6517,9.38
36,0.164941,0.7699,0.5688,9.33
37,0.162203,0.7716,0.6010,9.17
38,0.162709,0.7715,0.6653,9.08
39,0.160504,0.7742,0.6337,9.10
40,0.160319,0.7731,0.6616,9.08
41,0.158288,0.7757,0.6239,9.86
42,0.157804,0.7765,0.6090,9.05
43,0.157850,0.7761,0.6727,9.08
44,0.157098,0.7769,0.6558,9.07
45,0.155174,0.7787,0.6442,9.08
46,0.155219,0.7787,0.6136,9.11
47,0.154837,0.7790,0.6169,9.13
48,0.152936,0.7801,0.6220,9.10
49,0.152330,0.7810,0.5890,9.09
50,0.152532,0.7806,0.6672,9.09
51,0.151979,0.7813,0.6325,9.09
52,0.150143,0.7824,0.5072,9.13
53,0.149634,0.7828,0.6008,9.24
54,0.148931,0.7838,0.6147,9.36
55,0.148225,0.7846,0.6466,9.11
56,0.147107,0.7856,0.5961,9.11
57,0.145549,0.7872,0.5688,9.19
58,0.146264,0.7862,0.6255,9.16
59,0.147111,0.7855,0.6621,9.15
60,0.143292,0.7883,0.6192,9.10
61,0.143846,0.7884,0.6249,9.10
62,0.144586,0.7879,0.6361,9.19
63,0.142242,0.7894,0.6379,9.20
64,0.142158,0.7892,0.6087,9.20
65,0.142202,0.7896,0.6443,9.12
66,0.140445,0.7914,0.6472,9.13
67,0.139879,0.7917,0.6605,9.15
68,0.140538,0.7911,0.4367,9.12
69,0.138446,0.7929,0.6640,9.11
70,0.138528,0.7931,0.6438,9.11
71,0.137720,0.7941,0.6422,9.12
72,0.138529,0.7923,0.4830,9.13
73,0.135716,0.7952,0.5749,9.19
74,0.136014,0.7954,0.6203,9.20
75,0.135003,0.7962,0.4850,9.16
76,0.136187,0.7953,0.6377,9.37
77,0.133933,0.7974,0.5707,9.08
78,0.134653,0.7964,0.6552,9.14
79,0.132916,0.7976,0.4971,9.11
80,0.133625,0.7976,0.5436,9.09
81,0.134082,0.7969,0.6646,9.12
82,0.131042,0.8004,0.5633,9.12
83,0.130945,0.7999,0.6021,9.22
84,0.132081,0.7992,0.6348,9.15
85,0.129829,0.8010,0.4955,9.12
86,0.129504,0.8016,0.5898,9.12
87,0.129982,0.8013,0.6591,9.14
88,0.129273,0.8018,0.6327,9.12
89,0.128007,0.8031,0.5884,9.12
90,0.127735,0.8036,0.5439,9.12
91,0.127523,0.8035,0.6245,9.38
92,0.126696,0.8049,0.4804,9.13
93,0.125987,0.8052,0.5863,9.10
94,0.126021,0.8057,0.5488,9.08
95,0.125565,0.8059,0.5435,9.17
96,0.125142,0.8066,0.6378,9.12
97,0.123624,0.8078,0.6698,9.10
98,0.125136,0.8065,0.5763,9.11
99,0.122491,0.8095,0.6036,9.10
100,0.123068,0.8088,0.5142,9.19
101,0.122304,0.8095,0.6140,9.11
102,0.122578,0.8093,0.4944,9.10
103,0.122444,0.8095,0.5975,9.10
104,0.120086,0.8121,0.6224,9.27
105,0.120031,0.8122,0.5808,9.12
106,0.120455,0.8117,0.3987,9.11
107,0.120031,0.8123,0.5248,9.12
108,0.119664,0.8129,0.6101,9.14
109,0.119099,0.8135,0.5577,9.32
110,0.119078,0.8132,0.6131,9.10
111,0.117901,0.8149,0.6172,9.11
112,0.117960,0.8149,0.5691,9.12
113,0.116844,0.8159,0.6274,9.13
114,0.116401,0.8165,0.6196,9.10
115,0.116849,0.8162,0.5247,9.22
116,0.115176,0.8182,0.5692,9.12
117,0.115104,0.8181,0.4098,9.15
118,0.114862,0.8184,0.6071,9.08
119,0.114708,0.8189,0.6464,9.12
120,0.113949,0.8196,0.4715,9.11
121,0.114649,0.8188,0.5989,9.10
122,0.113028,0.8208,0.6566,9.11
123,0.113562,0.8202,0.5660,9.13
124,0.113120,0.8204,0.6038,9.14
125,0.112208,0.8217,0.6109,9.14
126,0.111997,0.8221,0.5752,9.16
127,0.112077,0.8218,0.6153,9.13
128,0.110848,0.8236,0.5285,9.12
129,0.111259,0.8229,0.5871,9.14
130,0.110294,0.8239,0.6448,9.36
131,0.110401,0.8241,0.5757,9.12
132,0.110492,0.8239,0.6286,9.12
133,0.109883,0.8246,0.6082,9.13
134,0.108819,0.8259,0.5776,9.12
135,0.109179,0.8254,0.5706,9.12
136,0.108397,0.8264,0.5715,9.41
137,0.108511,0.8264,0.4972,9.13
138,0.108238,0.8267,0.5758,9.11
139,0.108337,0.8265,0.5000,9.10
140,0.107636,0.8274,0.6062,9.13
141,0.107116,0.8279,0.5978,9.08
142,0.107152,0.8281,0.6332,9.13
143,0.107033,0.8282,0.5927,9.11
144,0.106259,0.8290,0.4783,9.09
145,0.105694,0.8301,0.5820,9.11
146,0.106053,0.8294,0.4643,9.26
147,0.105831,0.8298,0.6046,9.11
148,0.104761,0.8311,0.5838,9.12
149,0.105344,0.8303,0.5419,9.11
150,0.105394,0.8304,0.5790,9.09
151,0.106004,0.8293,0.5276,9.11
152,0.104182,0.8314,0.4781,9.11
153,0.104120,0.8320,0.5789,9.16
154,0.103873,0.8320,0.5014,9.17
155,0.103868,0.8322,0.6272,9.12
156,0.103372,0.8327,0.5745,9.13
157,0.103136,0.8329,0.6072,9.11
158,0.103295,0.8327,0.6167,9.11
159,0.102933,0.8333,0.3928,9.11
160,0.103003,0.8332,0.5244,9.11
161,0.102106,0.8341,0.5473,9.09
162,0.101725,0.8347,0.5914,9.13
163,0.101919,0.8345,0.4728,9.14
164,0.101509,0.8351,0.5747,9.13
165,0.101848,0.8347,0.4840,9.13
166,0.101392,0.8350,0.5889,9.20
167,0.101213,0.8354,0.5104,9.12
168,0.101096,0.8353,0.5715,9.13
169,0.100706,0.8359,0.5840,9.21
170,0.100503,0.8361,0.4942,9.13
171,0.100796,0.8359,0.5301,9.13
172,0.099784,0.8370,0.4765,9.13
173,0.100037,0.8365,0.5603,9.17
174,0.099858,0.8370,0.6439,9.19
175,0.099529,0.8375,0.5303,9.13
176,0.099502,0.8373,0.5340,9.13
