Epoch,IOU_Train,IOU_Val
0,0.5427,0.5698
1,0.5764,0.4833
2,0.5837,0.5593
3,0.5902,0.4833
4,0.5947,0.5711
5,0.5974,0.5853
6,0.6013,0.5768
7,0.6043,0.5772
8,0.6073,0.5509
9,0.6093,0.5664
10,0.6116,0.5766
11,0.6137,0.5337
12,0.6168,0.5673
13,0.6216,0.5178
14,0.6227,0.5724
15,0.6257,0.5823
16,0.6284,0.5832
17,0.6300,0.5857
18,0.6321,0.5476
19,0.6351,0.5766
20,0.6371,0.5679
21,0.6391,0.5754
22,0.6418,0.4628
23,0.6445,0.5820
24,0.6453,0.5662
25,0.6483,0.5641
26,0.6487,0.5598
27,0.6516,0.5760
28,0.6532,0.5139
29,0.6552,0.5622
30,0.6570,0.5739
31,0.6594,0.5793
32,0.6606,0.5189
33,0.6615,0.5410
34,0.6623,0.5576
35,0.6648,0.5330
36,0.6656,0.5716
37,0.6665,0.5441
38,0.6690,0.5229
39,0.6693,0.5802
40,0.6702,0.5772
41,0.6721,0.5388
42,0.6728,0.5708
43,0.6744,0.5507
44,0.6758,0.5033
45,0.6769,0.5702
46,0.6764,0.5066
47,0.6793,0.5289
48,0.6803,0.5498
49,0.6804,0.5607
50,0.6806,0.5799
51,0.6821,0.5680
52,0.6836,0.5565
53,0.6829,0.5466
54,0.6844,0.5710
55,0.6841,0.5503
56,0.6863,0.5054
57,0.6875,0.5316
58,0.6882,0.5675
59,0.6876,0.5349
60,0.6904,0.5477
61,0.6898,0.5418
62,0.6908,0.5228
63,0.6898,0.5531
64,0.6917,0.5171
65,0.6939,0.4917
66,0.6928,0.5132
67,0.6925,0.5545
68,0.6935,0.5561
69,0.6949,0.5403
70,0.6944,0.4966
71,0.6953,0.5455
72,0.6957,0.4503
73,0.6960,0.5777
74,0.6978,0.5076
75,0.6973,0.5454
76,0.6984,0.5416
77,0.6977,0.5775
78,0.6987,0.5722
79,0.6986,0.5546
80,0.7000,0.5630
81,0.6997,0.5657
82,0.7002,0.5550
83,0.7009,0.5406
84,0.7004,0.5181
85,0.7012,0.5604
86,0.7019,0.5602
87,0.7012,0.4891
88,0.7026,0.5606
89,0.7035,0.5423
90,0.7031,0.5845
91,0.7046,0.5814
92,0.7041,0.5584
93,0.7039,0.5720
94,0.7053,0.4666
95,0.7040,0.5410
96,0.7053,0.5750
97,0.7063,0.5796
98,0.7055,0.5497
99,0.7060,0.5472
100,0.7056,0.5523
101,0.7081,0.5704
102,0.7073,0.5674
103,0.7072,0.4869
104,0.7076,0.5750
105,0.7082,0.5578
106,0.7082,0.5070
107,0.7087,0.5600
108,0.7089,0.5859
109,0.7084,0.5730
110,0.7089,0.5490
111,0.7094,0.5215
112,0.7095,0.5816
113,0.7109,0.5373
114,0.7107,0.5768
115,0.7102,0.5249
116,0.7111,0.5109
117,0.7117,0.5621
118,0.7111,0.5045
119,0.7114,0.5760
120,0.7118,0.5786
121,0.7126,0.5707
122,0.7126,0.5048
123,0.7126,0.5836
124,0.7126,0.4960
125,0.7131,0.5523
126,0.7132,0.5456
127,0.7130,0.5295
128,0.7137,0.5580
129,0.7144,0.5854
130,0.7139,0.5790
131,0.7140,0.5529
132,0.7147,0.5158
133,0.7150,0.4157
