Epoch,IOU_Train,IOU_Val
0,0.5226,0.3570
1,0.5530,0.5121
2,0.5661,0.4860
3,0.5722,0.5570
4,0.5799,0.5163
5,0.5841,0.5261
6,0.5882,0.5466
7,0.5934,0.4931
8,0.5961,0.5314
9,0.5998,0.5000
10,0.6010,0.5227
11,0.6058,0.3790
12,0.6081,0.5157
13,0.6117,0.4841
14,0.6156,0.5536
15,0.6162,0.4953
16,0.6180,0.4910
17,0.6213,0.5548
18,0.6217,0.5598
19,0.6253,0.5207
20,0.6272,0.5335
21,0.6307,0.5420
22,0.6319,0.5260
23,0.6324,0.4945
24,0.6342,0.5514
25,0.6376,0.4220
26,0.6389,0.5303
27,0.6404,0.4222
28,0.6437,0.5570
29,0.6444,0.4498
30,0.6473,0.4203
31,0.6471,0.5088
32,0.6487,0.5614
33,0.6512,0.5426
34,0.6529,0.4137
35,0.6537,0.5521
36,0.6554,0.5517
37,0.6551,0.5406
38,0.6583,0.4755
39,0.6583,0.5567
40,0.6592,0.5139
41,0.6611,0.5362
42,0.6622,0.5588
43,0.6644,0.4978
44,0.6642,0.4298
45,0.6645,0.4497
46,0.6686,0.4970
47,0.6686,0.5341
48,0.6695,0.5160
49,0.6695,0.5576
50,0.6708,0.5308
51,0.6719,0.5249
52,0.6723,0.4915
53,0.6727,0.4550
54,0.6741,0.5549
55,0.6755,0.5391
56,0.6760,0.4874
57,0.6771,0.4649
58,0.6776,0.4782
59,0.6779,0.5033
60,0.6778,0.3778
61,0.6784,0.5252
62,0.6798,0.5303
63,0.6802,0.5415
64,0.6816,0.5096
65,0.6813,0.4977
66,0.6821,0.5507
67,0.6826,0.5201
68,0.6838,0.3584
69,0.6849,0.5249
70,0.6856,0.5160
71,0.6870,0.5008
72,0.6868,0.5574
73,0.6875,0.5367
74,0.6881,0.4472
75,0.6885,0.4757
76,0.6894,0.4218
77,0.6898,0.4684
78,0.6900,0.5014
79,0.6908,0.4327
80,0.6910,0.5353
81,0.6915,0.5455
82,0.6935,0.5421
83,0.6930,0.4191
84,0.6924,0.4288
85,0.6932,0.5280
86,0.6938,0.4994
87,0.6943,0.5590
88,0.6947,0.4522
89,0.6948,0.5114
90,0.6959,0.5078
91,0.6966,0.5044
92,0.6980,0.3532
93,0.6965,0.5478
94,0.6973,0.5236
95,0.6989,0.4906
96,0.6990,0.5319
97,0.6993,0.4954
98,0.6995,0.4922
99,0.7001,0.5423
100,0.7007,0.5368
101,0.7005,0.5023
102,0.7010,0.5231
103,0.7025,0.5140
104,0.7039,0.5394
105,0.7029,0.5217
106,0.7024,0.5238
107,0.7041,0.5390
108,0.7029,0.4554
109,0.7046,0.5259
110,0.7055,0.5174
111,0.7056,0.5664
112,0.7061,0.5174
113,0.7069,0.3751
114,0.7065,0.5325
115,0.7066,0.4857
116,0.7080,0.4021
117,0.7072,0.4581
118,0.7080,0.5200
119,0.7088,0.4840
120,0.7084,0.5066
121,0.7085,0.5054
122,0.7095,0.5244
123,0.7101,0.5325
124,0.7103,0.4688
125,0.7108,0.4917
126,0.7115,0.4008
127,0.7114,0.5286
128,0.7116,0.4593
129,0.7120,0.5433
130,0.7126,0.5468
131,0.7124,0.3763
132,0.7133,0.5120
133,0.7142,0.4520
134,0.7148,0.3138
135,0.7146,0.5463
136,0.7158,0.5085
137,0.7148,0.4775
138,0.7166,0.5397
139,0.7166,0.1845
140,0.7167,0.5012
141,0.7172,0.5349
142,0.7182,0.5359
143,0.7180,0.4692
144,0.7182,0.5042
145,0.7192,0.4882
146,0.7193,0.5127
147,0.7195,0.4507
148,0.7198,0.5254
149,0.7195,0.1994
150,0.7206,0.2557
151,0.7213,0.4516
152,0.7211,0.4250
153,0.7213,0.1706
154,0.7222,0.5081
155,0.7229,0.4228
156,0.7227,0.3980
157,0.7228,0.3510
158,0.7237,0.4493
159,0.7240,0.3752
160,0.7237,0.3701
161,0.7250,0.4812
162,0.7252,0.5044
163,0.7263,0.4645
164,0.7254,0.4663
165,0.7259,0.4887
166,0.7268,0.4756
167,0.7264,0.4342
168,0.7277,0.5202
169,0.7267,0.5291
170,0.7276,0.3821
171,0.7288,0.4670
172,0.7290,0.4503
173,0.7285,0.4241
174,0.7287,0.4089
175,0.7301,0.4238
176,0.7299,0.5524
177,0.7303,0.2390
178,0.7306,0.5218
179,0.7310,0.5004
180,0.7313,0.3106
181,0.7313,0.5392
182,0.7321,0.4154
183,0.7320,0.5221
184,0.7322,0.3393
185,0.7323,0.3816
186,0.7332,0.4590
187,0.7341,0.5319
188,0.7344,0.4974
189,0.7337,0.4095
190,0.7340,0.4470
191,0.7347,0.5066
192,0.7348,0.4826
193,0.7352,0.4007
194,0.7356,0.4194
195,0.7357,0.5136
196,0.7360,0.4179
197,0.7370,0.5334
198,0.7353,0.4214
199,0.7371,0.4684
200,0.7378,0.4854
201,0.7379,0.5462
202,0.7383,0.4434
203,0.7377,0.4196
204,0.7388,0.4798
205,0.7388,0.4239
206,0.7383,0.4580
207,0.7392,0.4166
208,0.7397,0.5460
209,0.7396,0.3826
210,0.7401,0.5305
211,0.7399,0.4310
212,0.7408,0.5164
213,0.7406,0.4447
214,0.7408,0.5280
215,0.7416,0.4718
216,0.7419,0.3763
217,0.7413,0.4843
218,0.7417,0.3687
219,0.7430,0.4828
220,0.7425,0.4799
221,0.7433,0.3633
222,0.7430,0.4829
223,0.7432,0.3615
224,0.7425,0.3841
225,0.7437,0.4975
226,0.7440,0.4599
227,0.7438,0.3514
228,0.7438,0.4903
229,0.7450,0.4809
230,0.7444,0.4715
231,0.7445,0.4289
232,0.7459,0.4241
233,0.7448,0.4866
234,0.7461,0.4466
235,0.7462,0.5076
236,0.7462,0.2684
237,0.7468,0.4970
238,0.7458,0.4393
239,0.7470,0.4698
240,0.7463,0.4187
241,0.7476,0.4344
242,0.7466,0.5018
243,0.7477,0.4013
244,0.7479,0.4865
245,0.7482,0.5205
246,0.7485,0.5209
247,0.7486,0.4380
248,0.7485,0.4207
249,0.7490,0.3318
250,0.7495,0.5023
251,0.7496,0.3827
252,0.7492,0.5043
253,0.7499,0.5102
254,0.7504,0.4492
255,0.7500,0.4976
256,0.7505,0.5240
257,0.7501,0.4538
258,0.7508,0.2995
259,0.7507,0.4553
260,0.7511,0.4454
261,0.7512,0.5180
262,0.7510,0.4842
263,0.7507,0.4371
264,0.7517,0.4475
265,0.7514,0.4046
266,0.7509,0.4323
267,0.7528,0.5186
268,0.7525,0.4854
269,0.7524,0.4072
270,0.7532,0.5155
271,0.7526,0.4648
272,0.7527,0.4051
273,0.7530,0.5101
274,0.7538,0.4205
275,0.7535,0.3899
276,0.7532,0.4466
277,0.7536,0.5331
278,0.7544,0.4077
279,0.7544,0.4947
280,0.7543,0.4957
281,0.7544,0.4183
282,0.7551,0.4722
283,0.7549,0.5308
284,0.7550,0.4056
285,0.7554,0.4629
286,0.7545,0.4983
287,0.7549,0.4814
288,0.7556,0.5110
289,0.7558,0.4712
290,0.7558,0.5085
291,0.7560,0.4596
292,0.7558,0.5340
293,0.7563,0.4451
294,0.7561,0.4715
295,0.7569,0.3638
296,0.7559,0.4387
297,0.7569,0.3950
298,0.7567,0.4534
299,0.7577,0.4779
300,0.7573,0.2557
301,0.7572,0.3445
302,0.7579,0.4162
303,0.7579,0.4769
304,0.7581,0.4175
305,0.7587,0.5041
306,0.7578,0.4989
307,0.7582,0.5012
308,0.7587,0.3535
309,0.7581,0.3808
310,0.7590,0.4130
311,0.7595,0.4905
312,0.7585,0.3684
313,0.7594,0.4576
314,0.7593,0.4890
315,0.7588,0.4204
316,0.7593,0.4505
317,0.7596,0.2799
318,0.7593,0.4780
319,0.7595,0.5284
320,0.7597,0.3276
321,0.7595,0.5032
322,0.7587,0.4953
323,0.7606,0.5083
324,0.7598,0.3607
325,0.7595,0.4088
326,0.7605,0.4018
327,0.7606,0.3509
328,0.7608,0.4112
329,0.7607,0.3950
330,0.7613,0.5056
331,0.7613,0.5300
332,0.7611,0.3959
333,0.7609,0.3715
334,0.7616,0.4571
335,0.7611,0.4866
336,0.7616,0.4269
337,0.7621,0.4099
338,0.7616,0.4315
339,0.7622,0.4232
340,0.7623,0.4977
341,0.7622,0.3655
342,0.7628,0.3721
343,0.7626,0.3430
344,0.7630,0.5309
345,0.7627,0.4137
346,0.7626,0.3963
347,0.7626,0.5400
348,0.7632,0.5053
349,0.7628,0.3973
350,0.7633,0.4538
351,0.7639,0.4289
352,0.7636,0.4817
353,0.7635,0.4827
354,0.7636,0.3931
355,0.7639,0.4953
356,0.7637,0.4563
357,0.7640,0.4772
358,0.7640,0.5007
359,0.7639,0.4532
360,0.7644,0.4877
361,0.7642,0.5214
362,0.7639,0.4874
363,0.7651,0.3693
364,0.7639,0.4428
365,0.7652,0.5010
366,0.7647,0.4725
367,0.7654,0.5017
368,0.7639,0.2440
369,0.7653,0.3729
370,0.7653,0.4859
371,0.7647,0.3217
372,0.7652,0.4264
373,0.7657,0.5166
374,0.7649,0.4211
375,0.7646,0.4507
376,0.7654,0.4725
377,0.7669,0.4398
378,0.7654,0.5014
379,0.7663,0.3870
380,0.7658,0.4240
381,0.7663,0.4785
382,0.7653,0.5129
383,0.7673,0.4857
384,0.7669,0.4709
385,0.7657,0.4245
386,0.7670,0.4466
387,0.7660,0.4094
388,0.7665,0.4896
389,0.7664,0.4622
390,0.7674,0.4326
391,0.7667,0.4121
392,0.7676,0.5016
393,0.7674,0.3500
394,0.7674,0.3238
395,0.7667,0.2285
396,0.7673,0.3151
397,0.7674,0.2897
398,0.7682,0.4546
399,0.7674,0.5047
400,0.7674,0.5267
401,0.7684,0.4377
402,0.7687,0.2011
403,0.7686,0.4936
404,0.7684,0.5036
405,0.7688,0.4211
406,0.7692,0.3957
407,0.7684,0.4356
408,0.7691,0.3999
409,0.7684,0.4796
410,0.7691,0.3431
411,0.7693,0.2102
412,0.7678,0.4704
413,0.7699,0.5322
414,0.7687,0.5070
415,0.7697,0.5001
416,0.7691,0.4483
417,0.7691,0.4790
418,0.7695,0.4992
419,0.7694,0.4771
420,0.7695,0.4928
421,0.7702,0.3608
422,0.7695,0.4110
423,0.7701,0.4932
424,0.7702,0.4648
425,0.7697,0.3571
426,0.7677,0.3644
427,0.7729,0.4239
428,0.7704,0.3412
429,0.7699,0.4160
430,0.7698,0.5276
431,0.7706,0.3317
432,0.7706,0.4564
433,0.7706,0.3524
434,0.7712,0.4987
435,0.7708,0.3991
436,0.7715,0.4945
437,0.7708,0.5067
438,0.7712,0.4251
439,0.7711,0.4801
440,0.7717,0.4489
441,0.7714,0.4739
442,0.7711,0.4784
443,0.7711,0.3158
444,0.7715,0.3843
445,0.7708,0.4345
446,0.7715,0.4313
447,0.7716,0.3866
448,0.7709,0.3977
449,0.7722,0.3374
450,0.7714,0.3931
451,0.7723,0.3878
452,0.7716,0.4210
453,0.7725,0.2438
454,0.7718,0.4746
455,0.7720,0.2695
456,0.7725,0.4633
457,0.7728,0.2852
458,0.7724,0.4618
459,0.7722,0.4457
460,0.7730,0.4947
461,0.7719,0.4939
462,0.7731,0.2658
463,0.7730,0.3472
464,0.7732,0.3680
465,0.7733,0.2811
466,0.7735,0.4951
467,0.7717,0.2883
468,0.7742,0.4136
469,0.7729,0.4385
470,0.7731,0.5153
471,0.7724,0.4265
472,0.7738,0.5432
473,0.7729,0.4209
474,0.7741,0.3394
475,0.7734,0.3977
476,0.7733,0.4823
477,0.7735,0.3421
478,0.7738,0.3053
479,0.7734,0.3804
480,0.7736,0.4406
481,0.7737,0.5073
482,0.7738,0.4738
483,0.7738,0.4593
484,0.7736,0.4184
485,0.7743,0.5221
486,0.7743,0.4261
487,0.7737,0.4829
488,0.7738,0.2818
489,0.7741,0.4769
490,0.7737,0.2617
491,0.7745,0.2994
492,0.7741,0.4411
493,0.7750,0.4398
494,0.7750,0.3457
495,0.7752,0.3719
496,0.7733,0.3298
497,0.7756,0.4343
498,0.7747,0.4386
499,0.7750,0.4215
