Epoch,IOU_Train,IOU_Val
0,0.5420,0.5603
1,0.5738,0.5341
2,0.5848,0.5557
3,0.5954,0.5555
4,0.6039,0.5369
5,0.6108,0.4971
6,0.6147,0.5241
7,0.6210,0.4738
8,0.6260,0.4450
9,0.6290,0.5013
10,0.6342,0.5247
11,0.6379,0.3778
12,0.6408,0.5445
13,0.6446,0.5104
14,0.6471,0.5348
15,0.6503,0.5298
16,0.6523,0.4734
17,0.6553,0.4871
18,0.6570,0.4850
19,0.6598,0.4623
20,0.6620,0.4844
21,0.6644,0.5370
22,0.6667,0.5096
23,0.6687,0.5186
24,0.6717,0.3833
25,0.6722,0.5269
26,0.6751,0.5334
27,0.6762,0.4804
28,0.6773,0.5288
29,0.6784,0.5195
30,0.6802,0.5047
31,0.6824,0.5220
32,0.6833,0.5517
33,0.6852,0.5443
34,0.6850,0.5506
35,0.6886,0.5268
36,0.6900,0.4819
37,0.6892,0.4670
38,0.6911,0.5386
39,0.6934,0.5240
40,0.6938,0.5457
41,0.6954,0.4918
42,0.6960,0.5075
43,0.6976,0.4873
44,0.6984,0.4597
45,0.6989,0.5264
46,0.7005,0.5219
47,0.7011,0.5237
48,0.7019,0.5066
49,0.7036,0.4788
50,0.7040,0.4514
51,0.7049,0.5180
52,0.7050,0.5136
53,0.7059,0.5188
54,0.7066,0.5167
55,0.7069,0.4244
56,0.7085,0.4127
57,0.7089,0.5383
58,0.7097,0.4902
59,0.7105,0.4956
60,0.7108,0.5057
61,0.7117,0.5358
62,0.7113,0.4547
63,0.7128,0.5546
64,0.7125,0.3138
65,0.7147,0.5386
66,0.7135,0.4569
67,0.7146,0.5025
68,0.7153,0.5046
69,0.7153,0.5426
70,0.7157,0.4927
71,0.7173,0.4915
72,0.7171,0.5150
73,0.7178,0.5251
74,0.7173,0.5342
75,0.7191,0.3825
76,0.7194,0.4950
77,0.7192,0.4378
78,0.7197,0.5007
79,0.7215,0.4359
80,0.7208,0.4399
81,0.7219,0.5613
82,0.7223,0.4834
83,0.7232,0.5087
84,0.7231,0.3903
85,0.7234,0.4631
86,0.7240,0.4217
87,0.7235,0.5172
88,0.7244,0.4955
89,0.7244,0.5186
90,0.7255,0.4231
91,0.7258,0.5307
92,0.7258,0.4660
93,0.7273,0.5225
94,0.7268,0.4896
95,0.7266,0.4467
96,0.7282,0.5120
97,0.7282,0.5099
98,0.7284,0.5271
99,0.7285,0.5143
