Epoch,Loss,IOU_Train,IOU_Val,Time
0,0.340780,0.5375,0.5539,43.04
1,0.293267,0.5701,0.5368,41.36
2,0.271500,0.5855,0.5319,41.31
3,0.257054,0.5964,0.5443,41.64
4,0.246063,0.6027,0.5433,41.38
5,0.235622,0.6112,0.5238,41.29
6,0.228901,0.6170,0.5297,41.32
7,0.221496,0.6216,0.5555,42.07
8,0.213896,0.6265,0.5441,42.41
9,0.209476,0.6317,0.4610,41.39
10,0.204873,0.6367,0.5501,41.67
11,0.197756,0.6404,0.5346,41.33
12,0.194470,0.6456,0.5364,41.37
13,0.189901,0.6479,0.5423,41.97
14,0.187418,0.6499,0.5394,41.40
15,0.184148,0.6534,0.4492,41.70
16,0.181269,0.6558,0.5547,41.36
17,0.178015,0.6590,0.5185,41.39
18,0.175789,0.6616,0.5379,41.40
19,0.171802,0.6651,0.5297,41.37
20,0.170384,0.6666,0.5305,41.35
21,0.168536,0.6677,0.4907,41.39
22,0.165920,0.6705,0.5169,41.48
23,0.164181,0.6734,0.4931,41.61
24,0.162961,0.6735,0.5346,41.46
25,0.161205,0.6751,0.5267,41.37
26,0.158514,0.6782,0.5312,41.91
27,0.156537,0.6805,0.5549,41.45
28,0.155888,0.6806,0.5308,41.38
29,0.153686,0.6833,0.5531,41.65
30,0.153749,0.6836,0.5508,41.67
31,0.150907,0.6868,0.5480,42.01
32,0.149779,0.6872,0.4944,41.45
33,0.150314,0.6873,0.5387,41.26
34,0.148119,0.6904,0.5428,41.26
35,0.147339,0.6902,0.5274,41.27
36,0.145900,0.6926,0.5426,41.27
37,0.145032,0.6925,0.5464,41.39
38,0.143669,0.6948,0.5528,41.39
39,0.142930,0.6958,0.5272,41.73
40,0.141557,0.6972,0.5490,41.65
41,0.140917,0.6976,0.5322,41.52
42,0.140397,0.6985,0.5546,41.29
43,0.139110,0.7002,0.5064,41.25
44,0.138995,0.7003,0.5261,41.26
45,0.138169,0.7012,0.5666,41.25
46,0.136905,0.7029,0.5471,41.40
