Epoch,IOU_Train,IOU_Val
0,0.5758,0.5888
1,0.6256,0.5828
2,0.6357,0.5705
3,0.6418,0.5847
4,0.6462,0.5793
5,0.6484,0.5877
6,0.6543,0.5477
7,0.6559,0.5728
8,0.6609,0.6015
9,0.6633,0.6032
10,0.6660,0.5766
11,0.6689,0.6070
12,0.6716,0.5764
13,0.6762,0.6065
14,0.6774,0.5568
15,0.6799,0.5774
16,0.6827,0.6010
17,0.6858,0.5467
18,0.6855,0.5840
19,0.6902,0.5895
20,0.6917,0.5999
21,0.6945,0.5823
22,0.6977,0.5570
23,0.6988,0.5636
24,0.6995,0.5588
25,0.7037,0.5073
26,0.7045,0.5827
27,0.7070,0.5325
28,0.7094,0.5181
29,0.7104,0.5035
30,0.7101,0.4125
31,0.7129,0.6065
32,0.7144,0.5811
33,0.7159,0.5827
34,0.7166,0.5770
35,0.7188,0.5926
36,0.7185,0.5225
37,0.7204,0.5516
38,0.7213,0.5556
39,0.7221,0.5426
40,0.7234,0.5371
41,0.7245,0.5806
42,0.7256,0.4265
43,0.7261,0.4681
44,0.7268,0.4982
45,0.7279,0.6054
46,0.7275,0.5475
47,0.7293,0.5549
48,0.7289,0.5269
49,0.7303,0.5756
50,0.7321,0.5349
51,0.7333,0.5585
52,0.7328,0.5493
53,0.7347,0.4990
54,0.7358,0.5863
55,0.7360,0.5983
56,0.7373,0.5641
57,0.7374,0.5274
58,0.7383,0.5197
59,0.7382,0.5250
60,0.7395,0.5457
61,0.7407,0.4864
62,0.7410,0.5447
63,0.7410,0.4955
64,0.7414,0.5543
65,0.7425,0.4675
66,0.7439,0.5557
67,0.7444,0.5230
68,0.7429,0.4854
69,0.7457,0.5471
70,0.7454,0.5044
71,0.7457,0.5492
72,0.7465,0.5475
73,0.7477,0.5690
74,0.7475,0.4509
75,0.7480,0.6087
76,0.7491,0.4345
77,0.7492,0.5891
78,0.7488,0.5535
79,0.7509,0.5546
80,0.7503,0.5539
81,0.7508,0.4988
82,0.7504,0.5251
83,0.7531,0.4957
84,0.7532,0.5532
85,0.7529,0.5393
86,0.7527,0.5540
87,0.7538,0.4087
88,0.7550,0.5475
89,0.7551,0.4704
90,0.7560,0.5398
91,0.7569,0.4076
92,0.7577,0.4936
93,0.7565,0.4733
94,0.7584,0.4258
95,0.7577,0.5243
96,0.7593,0.4443
97,0.7589,0.5424
98,0.7597,0.3919
99,0.7602,0.5324
100,0.7609,0.5621
101,0.7609,0.5117
102,0.7613,0.4930
103,0.7612,0.4890
104,0.7625,0.5408
105,0.7635,0.5581
106,0.7632,0.4174
107,0.7647,0.5350
108,0.7644,0.2912
109,0.7643,0.5069
110,0.7652,0.5180
111,0.7661,0.4617
112,0.7657,0.4884
113,0.7674,0.4475
114,0.7680,0.5063
115,0.7682,0.4264
116,0.7683,0.5295
117,0.7683,0.5416
118,0.7695,0.4415
119,0.7698,0.4204
120,0.7698,0.4527
121,0.7706,0.4657
122,0.7715,0.5371
123,0.7715,0.4558
124,0.7715,0.5632
125,0.7730,0.4716
126,0.7737,0.5128
127,0.7732,0.5539
128,0.7735,0.4687
129,0.7745,0.5283
130,0.7748,0.4956
131,0.7757,0.5422
132,0.7765,0.4974
133,0.7761,0.5881
134,0.7771,0.5463
135,0.7777,0.3358
136,0.7776,0.4721
137,0.7781,0.3662
138,0.7778,0.5956
139,0.7795,0.4307
140,0.7803,0.4051
141,0.7792,0.5806
142,0.7804,0.5881
143,0.7811,0.4555
144,0.7810,0.4234
145,0.7825,0.5480
146,0.7827,0.5380
147,0.7817,0.5320
148,0.7830,0.3337
149,0.7829,0.5540
150,0.7841,0.4801
151,0.7840,0.5679
152,0.7850,0.4670
153,0.7851,0.4692
154,0.7852,0.5460
155,0.7848,0.5697
156,0.7858,0.4092
157,0.7871,0.5223
158,0.7864,0.5428
159,0.7870,0.5596
160,0.7876,0.4103
161,0.7877,0.5903
162,0.7882,0.5404
163,0.7890,0.5580
164,0.7894,0.5714
165,0.7890,0.5335
166,0.7897,0.5588
167,0.7898,0.4202
168,0.7903,0.4747
169,0.7908,0.5622
170,0.7904,0.4881
171,0.7916,0.5550
172,0.7915,0.4235
173,0.7922,0.4006
174,0.7917,0.5576
175,0.7927,0.5573
176,0.7925,0.3801
177,0.7932,0.3815
178,0.7938,0.3751
179,0.7937,0.4903
180,0.7936,0.2983
181,0.7944,0.4699
182,0.7951,0.4931
183,0.7948,0.4419
184,0.7954,0.4320
185,0.7948,0.4825
186,0.7946,0.5133
187,0.7959,0.4977
188,0.7966,0.5693
189,0.7961,0.5429
190,0.7966,0.5525
191,0.7971,0.5503
192,0.7970,0.5551
193,0.7973,0.3595
194,0.7979,0.4963
195,0.7970,0.4986
196,0.7978,0.4894
197,0.7980,0.5567
198,0.7988,0.4221
199,0.7985,0.4660
200,0.7992,0.4814
201,0.7996,0.4580
202,0.7993,0.4039
203,0.7998,0.5113
204,0.7999,0.4767
205,0.7997,0.3657
206,0.8001,0.4939
207,0.8006,0.5049
208,0.8008,0.4576
209,0.8006,0.5016
210,0.8008,0.3945
211,0.8012,0.5067
212,0.8014,0.5287
213,0.8017,0.4434
214,0.8016,0.4585
215,0.8018,0.4919
216,0.8026,0.4529
217,0.8030,0.5591
218,0.8024,0.4910
219,0.8024,0.5250
220,0.8036,0.4672
221,0.8031,0.4281
222,0.8031,0.5185
223,0.8035,0.5375
224,0.8036,0.5159
225,0.8039,0.4715
226,0.8042,0.4399
227,0.8046,0.4973
228,0.8048,0.4395
229,0.8040,0.4981
230,0.8045,0.4561
231,0.8053,0.4997
232,0.8048,0.5090
233,0.8055,0.4114
234,0.8053,0.4688
235,0.8053,0.5458
236,0.8060,0.4533
237,0.8061,0.5005
238,0.8060,0.5661
239,0.8063,0.5710
240,0.8065,0.5553
241,0.8065,0.4479
242,0.8057,0.4905
243,0.8075,0.4579
244,0.8071,0.5281
245,0.8073,0.5472
246,0.8071,0.5362
247,0.8079,0.4584
248,0.8075,0.5191
249,0.8084,0.4380
250,0.8085,0.2147
