Epoch,IOU_Train,IOU_Val
0,0.5386,0.5527
1,0.5667,0.5508
2,0.5805,0.5484
3,0.5916,0.5598
4,0.5963,0.5389
5,0.6042,0.5379
6,0.6099,0.5509
7,0.6164,0.5476
8,0.6207,0.5175
9,0.6269,0.5402
10,0.6289,0.5245
11,0.6326,0.5026
12,0.6398,0.4274
13,0.6411,0.4971
14,0.6484,0.5629
15,0.6507,0.3559
16,0.6531,0.4678
17,0.6568,0.4697
18,0.6603,0.4971
19,0.6638,0.5445
20,0.6651,0.3958
21,0.6680,0.4562
22,0.6713,0.5284
23,0.6731,0.4357
24,0.6751,0.5082
25,0.6777,0.4074
26,0.6791,0.3860
27,0.6812,0.2447
28,0.6831,0.3174
29,0.6848,0.4226
30,0.6858,0.3811
31,0.6884,0.4682
32,0.6889,0.4245
33,0.6911,0.5037
34,0.6918,0.2042
35,0.6933,0.5347
36,0.6952,0.5356
37,0.6966,0.4857
38,0.6976,0.2272
39,0.6996,0.2866
40,0.7020,0.3222
41,0.7014,0.2058
42,0.7039,0.4937
43,0.7059,0.4021
44,0.7064,0.4664
45,0.7085,0.2160
46,0.7100,0.3695
47,0.7096,0.4496
48,0.7133,0.3631
49,0.7144,0.4819
50,0.7170,0.1979
51,0.7169,0.2517
52,0.7188,0.4495
53,0.7195,0.2869
54,0.7215,0.4299
55,0.7242,0.3200
56,0.7249,0.4552
57,0.7259,0.4187
58,0.7277,0.4331
59,0.7291,0.3712
60,0.7304,0.3010
61,0.7312,0.2635
62,0.7328,0.4580
63,0.7339,0.2841
64,0.7358,0.2921
65,0.7375,0.2835
66,0.7373,0.1075
67,0.7396,0.2832
68,0.7415,0.3590
69,0.7426,0.1583
70,0.7440,0.2569
71,0.7452,0.2784
72,0.7459,0.3744
73,0.7479,0.2803
74,0.7481,0.3447
75,0.7498,0.2482
76,0.7519,0.3063
77,0.7532,0.3650
78,0.7531,0.1548
79,0.7559,0.4605
80,0.7556,0.1032
81,0.7567,0.1169
82,0.7585,0.3074
83,0.7593,0.4427
84,0.7603,0.2535
85,0.7612,0.1854
86,0.7620,0.2334
87,0.7632,0.5090
88,0.7642,0.4085
89,0.7656,0.1909
90,0.7662,0.2855
91,0.7674,0.3728
92,0.7683,0.2383
93,0.7688,0.3770
94,0.7705,0.3838
95,0.7717,0.1902
96,0.7722,0.2700
97,0.7727,0.1331
98,0.7740,0.3014
99,0.7744,0.3784
100,0.7752,0.4910
101,0.7768,0.1653
102,0.7773,0.1882
103,0.7788,0.2692
104,0.7788,0.3653
105,0.7795,0.0661
106,0.7797,0.2228
107,0.7816,0.4072
108,0.7820,0.2934
109,0.7835,0.3026
110,0.7836,0.4285
111,0.7844,0.3250
112,0.7846,0.2532
113,0.7858,0.2756
114,0.7869,0.3255
115,0.7875,0.2468
116,0.7877,0.3191
117,0.7887,0.2846
118,0.7895,0.3593
119,0.7908,0.2693
120,0.7911,0.3811
121,0.7918,0.2684
122,0.7927,0.3107
123,0.7936,0.2749
124,0.7943,0.4020
125,0.7941,0.1845
126,0.7950,0.4652
127,0.7964,0.1982
128,0.7962,0.1945
129,0.7969,0.4800
130,0.7977,0.2645
131,0.7984,0.3079
132,0.7986,0.3635
133,0.8007,0.4134
134,0.8001,0.2849
135,0.8005,0.2508
136,0.8016,0.2283
137,0.8019,0.4075
138,0.8024,0.1719
139,0.8035,0.4653
140,0.8041,0.1039
141,0.8040,0.1486
142,0.8050,0.4573
143,0.8054,0.3236
144,0.8062,0.3269
145,0.8061,0.2642
146,0.8065,0.3410
147,0.8082,0.3909
148,0.8080,0.2814
149,0.8090,0.2814
150,0.8097,0.2651
151,0.8099,0.4285
152,0.8098,0.2244
153,0.8109,0.3894
154,0.8110,0.3660
155,0.8125,0.2177
156,0.8127,0.2929
157,0.8128,0.0513
158,0.8135,0.2734
159,0.8140,0.3745
160,0.8149,0.0317
161,0.8153,0.2168
162,0.8157,0.0743
163,0.8160,0.0424
164,0.8169,0.3571
165,0.8177,0.3337
166,0.8182,0.3413
167,0.8189,0.2404
168,0.8189,0.1906
169,0.8200,0.0798
170,0.8201,0.4449
171,0.8208,0.3417
172,0.8216,0.3958
173,0.8212,0.2253
174,0.8226,0.3604
175,0.8232,0.4473
176,0.8236,0.3536
177,0.8237,0.1158
178,0.8239,0.2591
179,0.8249,0.3845
180,0.8256,0.2110
181,0.8263,0.2429
182,0.8266,0.4041
183,0.8274,0.4938
184,0.8276,0.3414
185,0.8278,0.1113
186,0.8287,0.3925
187,0.8293,0.3518
188,0.8299,0.3700
189,0.8301,0.4175
190,0.8306,0.2243
191,0.8315,0.2767
192,0.8322,0.3127
193,0.8325,0.3914
194,0.8325,0.1147
195,0.8333,0.2208
196,0.8346,0.1264
197,0.8340,0.2436
198,0.8354,0.0781
199,0.8351,0.1605
200,0.8354,0.4068
201,0.8365,0.3682
202,0.8371,0.2639
203,0.8376,0.2575
204,0.8380,0.2712
205,0.8385,0.3880
206,0.8389,0.3382
207,0.8398,0.1999
208,0.8394,0.0762
209,0.8401,0.1957
210,0.8408,0.4936
211,0.8414,0.3906
212,0.8424,0.2504
213,0.8423,0.2669
214,0.8421,0.3483
215,0.8431,0.2423
216,0.8437,0.1467
217,0.8442,0.4160
218,0.8443,0.2951
219,0.8445,0.3139
220,0.8459,0.1143
221,0.8462,0.2647
222,0.8463,0.2568
223,0.8468,0.1986
224,0.8471,0.3136
225,0.8476,0.3184
226,0.8483,0.2786
227,0.8486,0.3033
228,0.8489,0.3512
229,0.8497,0.4793
230,0.8490,0.3073
231,0.8505,0.2433
232,0.8514,0.3666
233,0.8515,0.3164
234,0.8517,0.3874
235,0.8519,0.3759
236,0.8526,0.2928
237,0.8527,0.3544
238,0.8533,0.2616
239,0.8538,0.0904
240,0.8545,0.2562
241,0.8548,0.2966
242,0.8555,0.0740
243,0.8554,0.1459
244,0.8560,0.2865
245,0.8567,0.3543
246,0.8573,0.4193
247,0.8571,0.2756
248,0.8575,0.2895
249,0.8582,0.4154
250,0.8581,0.3083
251,0.8589,0.3775
252,0.8590,0.2922
253,0.8597,0.1314
254,0.8600,0.0943
255,0.8603,0.2846
256,0.8608,0.1584
257,0.8616,0.4441
258,0.8610,0.3284
259,0.8621,0.1336
260,0.8621,0.4450
261,0.8627,0.2939
262,0.8631,0.3611
263,0.8635,0.0683
264,0.8638,0.2396
265,0.8643,0.0855
266,0.8639,0.3977
267,0.8650,0.3752
268,0.8656,0.3524
269,0.8658,0.2148
270,0.8652,0.2746
271,0.8670,0.1614
272,0.8666,0.1450
273,0.8665,0.3706
274,0.8669,0.1900
275,0.8674,0.4307
276,0.8674,0.2152
277,0.8678,0.3863
278,0.8689,0.3282
279,0.8694,0.3785
280,0.8699,0.2822
281,0.8694,0.2708
282,0.8698,0.3713
283,0.8706,0.2023
284,0.8709,0.2178
285,0.8708,0.3754
286,0.8713,0.4918
287,0.8715,0.4415
288,0.8716,0.2633
289,0.8715,0.3624
290,0.8720,0.2543
291,0.8730,0.0965
292,0.8734,0.2257
293,0.8734,0.4276
294,0.8736,0.4739
295,0.8744,0.4655
296,0.8742,0.2515
297,0.8752,0.2478
298,0.8753,0.2997
299,0.8754,0.1676
300,0.8757,0.1129
301,0.8761,0.3353
302,0.8765,0.1864
303,0.8770,0.1298
304,0.8773,0.4218
305,0.8772,0.2806
306,0.8776,0.1070
307,0.8782,0.3685
308,0.8785,0.3754
309,0.8782,0.4806
310,0.8783,0.2364
311,0.8791,0.2502
312,0.8791,0.1728
313,0.8793,0.3837
314,0.8802,0.4627
315,0.8802,0.2875
316,0.8803,0.2614
317,0.8807,0.2729
318,0.8815,0.3595
319,0.8810,0.4347
320,0.8811,0.2633
321,0.8815,0.4066
322,0.8821,0.3241
323,0.8823,0.4452
324,0.8830,0.3950
325,0.8826,0.2883
326,0.8829,0.4000
327,0.8836,0.2543
328,0.8841,0.2436
329,0.8841,0.3468
330,0.8847,0.4895
331,0.8848,0.2856
332,0.8849,0.3445
333,0.8853,0.3263
334,0.8862,0.4160
335,0.8858,0.2536
336,0.8857,0.4921
337,0.8862,0.3802
338,0.8862,0.2447
339,0.8864,0.4574
340,0.8862,0.3562
341,0.8871,0.3397
342,0.8874,0.2359
343,0.8885,0.1602
344,0.8882,0.2562
345,0.8878,0.2963
346,0.8883,0.2005
347,0.8891,0.3984
348,0.8894,0.2689
349,0.8887,0.1825
350,0.8889,0.1623
351,0.8893,0.2988
352,0.8901,0.3739
353,0.8900,0.3819
354,0.8910,0.1206
355,0.8906,0.3393
356,0.8905,0.3925
357,0.8910,0.3043
358,0.8919,0.1439
359,0.8917,0.1345
360,0.8914,0.2942
361,0.8921,0.5001
362,0.8923,0.3384
363,0.8926,0.3532
364,0.8927,0.2925
365,0.8929,0.3224
366,0.8932,0.0967
367,0.8937,0.2941
368,0.8936,0.1336
369,0.8941,0.1848
370,0.8943,0.2324
371,0.8942,0.4558
372,0.8948,0.3117
373,0.8951,0.2703
374,0.8946,0.3926
375,0.8956,0.4104
376,0.8955,0.2626
377,0.8947,0.1510
378,0.8957,0.0498
379,0.8969,0.0490
380,0.8965,0.0925
381,0.8961,0.3636
382,0.8968,0.4742
383,0.8971,0.1762
384,0.8974,0.2714
385,0.8982,0.2821
386,0.8982,0.3009
387,0.8977,0.2426
