Epoch,Loss,IOU_Train,IOU_Val,Time
0,0.400729,0.5120,0.5322,21.20
1,0.348012,0.5502,0.5557,21.93
2,0.322799,0.5635,0.5576,22.27
3,0.309493,0.5708,0.5355,21.07
4,0.296356,0.5795,0.5381,21.01
5,0.290763,0.5828,0.5272,21.43
6,0.280297,0.5877,0.5564,20.86
7,0.275088,0.5914,0.5497,21.06
8,0.265429,0.5967,0.5291,21.03
9,0.259450,0.6005,0.3698,21.05
10,0.252405,0.6045,0.5497,22.42
11,0.246954,0.6081,0.5447,20.91
12,0.241037,0.6134,0.4498,20.95
13,0.236389,0.6144,0.4664,20.93
14,0.230238,0.6194,0.4399,21.09
15,0.226350,0.6226,0.5161,23.90
16,0.221410,0.6265,0.4862,20.98
17,0.218400,0.6275,0.3598,21.07
18,0.215003,0.6303,0.5281,21.68
19,0.208355,0.6348,0.4718,21.02
20,0.204804,0.6381,0.4533,21.86
21,0.205933,0.6376,0.4007,21.03
22,0.197889,0.6431,0.4466,21.00
23,0.196916,0.6439,0.3906,22.04
24,0.191731,0.6489,0.4226,21.22
25,0.189117,0.6510,0.3642,21.12
26,0.186519,0.6528,0.2550,21.04
27,0.185036,0.6541,0.3663,21.04
28,0.181416,0.6573,0.2760,21.13
29,0.177697,0.6611,0.2359,21.09
30,0.175829,0.6626,0.5249,21.23
31,0.174992,0.6629,0.4115,21.04
32,0.172111,0.6660,0.4784,21.39
33,0.170273,0.6684,0.4147,21.19
34,0.168583,0.6694,0.4925,21.10
35,0.165864,0.6725,0.4215,21.10
36,0.163745,0.6749,0.5196,21.19
37,0.162344,0.6756,0.4234,21.08
38,0.162043,0.6767,0.4746,21.37
39,0.158926,0.6794,0.3344,21.78
40,0.159137,0.6800,0.5219,21.06
41,0.157205,0.6818,0.3863,21.08
42,0.155582,0.6836,0.3649,21.04
43,0.154712,0.6848,0.4491,21.12
44,0.152606,0.6866,0.3838,21.10
45,0.151786,0.6875,0.5196,21.05
46,0.151414,0.6887,0.4146,21.10
47,0.149971,0.6902,0.5214,21.08
48,0.147616,0.6933,0.4794,20.84
49,0.149338,0.6911,0.3711,20.91
50,0.145489,0.6948,0.3785,20.97
51,0.146115,0.6944,0.4442,20.95
52,0.143855,0.6963,0.4679,20.83
53,0.143791,0.6970,0.4573,20.89
54,0.142329,0.6988,0.4762,20.86
