epoch,lr,train_loss,val_loss,train_miou,val_miou,val_iou_boat,val_prec_boat,val_rec_boat,val_f1_boat,val_iou_ship,val_prec_ship,val_rec_ship,val_f1_ship,seconds
0,0.001,1.3398971366882324,1.474784688949585,0.171647317034732,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,5.11969518661499
1,0.001,1.1150255703926086,1.700828905105591,0.23680857965547777,0.22525806440427604,0.4505161288085521,0.5143927224282591,0.7839224328429576,0.6211804472365353,0.0,0.0,nan,nan,4.561385869979858
