epoch,lr,train_loss,val_loss,train_miou,val_miou,val_iou_boat,val_prec_boat,val_rec_boat,val_f1_boat,val_iou_ship,val_prec_ship,val_rec_ship,val_f1_ship,seconds
0,0.001,0.8964475724083432,0.7382093309100878,0.2926777044546565,0.3666798202461474,0.5845222330443727,0.7479467507118487,0.7279051648301899,0.737789878683266,0.14883740744792215,0.45862999780789204,0.1805597075416332,0.2591096120008072,2283.5301599502563
1,0.001,0.790983211352275,0.6930914233582003,0.38943346736064466,0.4138528554467821,0.622785655917124,0.8140138524908276,0.7261064399040232,0.767551344376598,0.20492005497644017,0.571672511908072,0.24208980095847368,0.3401388401331688,2249.3936746120453
2,0.001,0.7458987795019291,0.6931382799981914,0.4361425905394518,0.3740877438454035,0.6039262413483996,0.7984430232643093,0.7125583587729678,0.7530598674421422,0.1442492463424074,0.5429555540533642,0.1641854455366741,0.2521290650677728,2258.6709945201874
