imagen,modelo,pixeles_incendio,total_pixeles,porcentaje_incendio
19_Monte_Escobedo2_bloque_15_x896_y512.tiff,model_final.pth,307,16384,1.8738
19_Monte_Escobedo2_bloque_1_x768_y0.tiff,model_final.pth,526,16384,3.2104
19_Monte_Escobedo2_bloque_23_x384_y640.tiff,model_final.pth,56,16384,0.3418
19_Monte_Escobedo2_bloque_8_x512_y128.tiff,model_final.pth,137,16384,0.8362
19_Monte_escobedo_bloque_0_x320_y256.tiff,model_final.pth,1465,16384,8.9417
19_Monte_escobedo_bloque_5_x320_y320.tiff,model_final.pth,2243,16384,13.6902
19_Monte_escobedo_bloque_8_x192_y384.tiff,model_final.pth,1604,16384,9.79
19_Rosario_Sinaloa_bloque_0_x256_y0.tiff,model_final.pth,199,16384,1.2146
19_Rosario_Sinaloa_bloque_12_x128_y192.tiff,model_final.pth,170,16384,1.0376
19_Rosario_Sinaloa_bloque_13_x192_y192.tiff,model_final.pth,185,16384,1.1292
19_Rosario_Sinaloa_bloque_15_x64_y256.tiff,model_final.pth,108,16384,0.6592
19_Rosario_Sinaloa_bloque_21_x1024_y384.tiff,model_final.pth,356,16384,2.1729
19_Rosario_Sinaloa_bloque_23_x1152_y384.tiff,model_final.pth,478,16384,2.9175
19_Rosario_Sinaloa_bloque_25_x832_y448.tiff,model_final.pth,213,16384,1.3
19_Rosario_Sinaloa_bloque_31_x1664_y960.tiff,model_final.pth,293,16384,1.7883
19_Rosario_Sinaloa_bloque_33_x1792_y960.tiff,model_final.pth,917,16384,5.5969
19_Rosario_Sinaloa_bloque_45_x1792_y1088.tiff,model_final.pth,986,16384,6.0181
19_Rosario_Sinaloa_bloque_50_x1728_y1118.tiff,model_final.pth,478,16384,2.9175
19_Rosario_Sinaloa_bloque_52_x1856_y1118.tiff,model_final.pth,133,16384,0.8118
19_Rosario_Sinaloa_bloque_5_x384_y64.tiff,model_final.pth,392,16384,2.3926
19_Rosario_Sinaloa_bloque_7_x128_y128.tiff,model_final.pth,89,16384,0.5432
19_Tequila_Jalisco_bloque_103_x1472_y576.tiff,model_final.pth,605,16384,3.6926
19_Tequila_Jalisco_bloque_108_x832_y704.tiff,model_final.pth,814,16384,4.9683
19_Tequila_Jalisco_bloque_111_x640_y768.tiff,model_final.pth,540,16384,3.2959
19_Tequila_Jalisco_bloque_117_x1088_y768.tiff,model_final.pth,88,16384,0.5371
19_Tequila_Jalisco_bloque_121_x1024_y832.tiff,model_final.pth,415,16384,2.533
19_Tequila_Jalisco_bloque_123_x0_y896.tiff,model_final.pth,1349,16384,8.2336
19_Tequila_Jalisco_bloque_124_x64_y896.tiff,model_final.pth,1570,16384,9.5825
19_Tequila_Jalisco_bloque_125_x128_y896.tiff,model_final.pth,504,16384,3.0762
19_Tequila_Jalisco_bloque_128_x1088_y896.tiff,model_final.pth,832,16384,5.0781
19_Tequila_Jalisco_bloque_131_x128_y960.tiff,model_final.pth,1722,16384,10.5103
19_Tequila_Jalisco_bloque_143_x192_y1024.tiff,model_final.pth,1084,16384,6.6162
19_Tequila_Jalisco_bloque_150_x1408_y1024.tiff,model_final.pth,383,16384,2.3376
19_Tequila_Jalisco_bloque_151_x1472_y1024.tiff,model_final.pth,1268,16384,7.7393
19_Tequila_Jalisco_bloque_160_x1088_y1088.tiff,model_final.pth,1553,16384,9.4788
19_Tequila_Jalisco_bloque_163_x704_y1152.tiff,model_final.pth,2229,16384,13.6047
19_Tequila_Jalisco_bloque_164_x1088_y1152.tiff,model_final.pth,972,16384,5.9326
19_Tequila_Jalisco_bloque_176_x0_y1280.tiff,model_final.pth,720,16384,4.3945
19_Tequila_Jalisco_bloque_181_x2176_y1280.tiff,model_final.pth,2530,16384,15.4419
19_Tequila_Jalisco_bloque_18_x1600_y64.tiff,model_final.pth,687,16384,4.1931
19_Tequila_Jalisco_bloque_194_x960_y1472.tiff,model_final.pth,893,16384,5.4504
19_Tequila_Jalisco_bloque_196_x1856_y1472.tiff,model_final.pth,1133,16384,6.9153
19_Tequila_Jalisco_bloque_21_x1856_y64.tiff,model_final.pth,1582,16384,9.6558
19_Tequila_Jalisco_bloque_26_x2240_y64.tiff,model_final.pth,543,16384,3.3142
19_Tequila_Jalisco_bloque_27_x1536_y128.tiff,model_final.pth,419,16384,2.5574
19_Tequila_Jalisco_bloque_30_x1728_y128.tiff,model_final.pth,1100,16384,6.7139
19_Tequila_Jalisco_bloque_40_x1600_y192.tiff,model_final.pth,358,16384,2.1851
19_Tequila_Jalisco_bloque_45_x1920_y192.tiff,model_final.pth,1125,16384,6.8665
19_Tequila_Jalisco_bloque_49_x2176_y192.tiff,model_final.pth,592,16384,3.6133
19_Tequila_Jalisco_bloque_52_x2372_y192.tiff,model_final.pth,488,16384,2.9785
19_Tequila_Jalisco_bloque_71_x1152_y384.tiff,model_final.pth,1576,16384,9.6191
19_Tequila_Jalisco_bloque_76_x1536_y384.tiff,model_final.pth,1079,16384,6.5857
19_Tequila_Jalisco_bloque_7_x1920_y0.tiff,model_final.pth,1039,16384,6.3416
19_Tequila_Jalisco_bloque_94_x1216_y512.tiff,model_final.pth,675,16384,4.1199
19_Tequila_Jalisco_bloque_9_x2112_y0.tiff,model_final.pth,1793,16384,10.9436
20-Jiquipila-Chiapas_bloque_0_x896_y0.tiff,model_final.pth,1409,16384,8.5999
20-Jiquipila-Chiapas_bloque_11_x128_y512.tiff,model_final.pth,620,16384,3.7842
20-Jiquipila-Chiapas_bloque_13_x64_y576.tiff,model_final.pth,1293,16384,7.8918
20-Jiquipila-Chiapas_bloque_1_x946_y0.tiff,model_final.pth,1994,16384,12.1704
20_Cotija_Michoacan_bloque_10_x512_y64.tiff,model_final.pth,4668,16384,28.4912
20_Cotija_Michoacan_bloque_14_x128_y128.tiff,model_final.pth,4744,16384,28.9551
20_Cotija_Michoacan_bloque_15_x192_y128.tiff,model_final.pth,3719,16384,22.699
20_Cotija_Michoacan_bloque_45_x256_y384.tiff,model_final.pth,8608,16384,52.5391
20_Cotija_Michoacan_bloque_47_x384_y384.tiff,model_final.pth,4697,16384,28.6682
20_Cotija_Michoacan_bloque_48_x64_y448.tiff,model_final.pth,4341,16384,26.4954
20_Cotija_Michoacan_bloque_50_x192_y448.tiff,model_final.pth,9508,16384,58.0322
20_Cotija_Michoacan_bloque_55_x64_y512.tiff,model_final.pth,9679,16384,59.0759
20_Cotija_Michoacan_bloque_58_x256_y512.tiff,model_final.pth,5612,16384,34.2529
20_Coyuya_de_Catalan_Guerrero_bloque_13_x64_y384.tiff,model_final.pth,2126,16384,12.9761
20_Coyuya_de_Catalan_Guerrero_bloque_2_x832_y256.tiff,model_final.pth,3277,16384,20.0012
20_Coyuya_de_Catalan_Guerrero_bloque_9_x896_y320.tiff,model_final.pth,4667,16384,28.4851
20_Ensenada_Baja California_bloque_12_x192_y256.tiff,model_final.pth,659,16384,4.0222
20_Ensenada_Baja California_bloque_27_x0_y448.tiff,model_final.pth,424,16384,2.5879
20_Ensenada_Baja California_bloque_36_x64_y489.tiff,model_final.pth,1615,16384,9.8572
20_Ensenada_Baja California_bloque_3_x0_y128.tiff,model_final.pth,84,16384,0.5127
20_Ensenada_Baja California_bloque_4_x64_y128.tiff,model_final.pth,278,16384,1.6968
20_Ensenada_Baja California_bloque_7_x64_y192.tiff,model_final.pth,398,16384,2.4292
20_Monte escobedo_Zacatecas_bloque_10_x320_y128.tiff,model_final.pth,1334,16384,8.1421
20_Monte escobedo_Zacatecas_bloque_11_x384_y128.tiff,model_final.pth,1343,16384,8.197
20_Monte escobedo_Zacatecas_bloque_14_x576_y128.tiff,model_final.pth,2432,16384,14.8438
20_Monte escobedo_Zacatecas_bloque_20_x448_y192.tiff,model_final.pth,1268,16384,7.7393
20_Monte escobedo_Zacatecas_bloque_21_x512_y192.tiff,model_final.pth,289,16384,1.7639
20_Monte escobedo_Zacatecas_bloque_23_x640_y192.tiff,model_final.pth,518,16384,3.1616
20_Monte escobedo_Zacatecas_bloque_2_x640_y0.tiff,model_final.pth,1060,16384,6.4697
20_Monte escobedo_Zacatecas_bloque_33_x128_y320.tiff,model_final.pth,870,16384,5.3101
20_Monte escobedo_Zacatecas_bloque_38_x448_y320.tiff,model_final.pth,388,16384,2.3682
20_Monte escobedo_Zacatecas_bloque_40_x576_y320.tiff,model_final.pth,768,16384,4.6875
20_Monte escobedo_Zacatecas_bloque_46_x448_y384.tiff,model_final.pth,324,16384,1.9775
20_Monte escobedo_Zacatecas_bloque_47_x512_y384.tiff,model_final.pth,545,16384,3.3264
20_Monte escobedo_Zacatecas_bloque_4_x742_y0.tiff,model_final.pth,207,16384,1.2634
20_Monte escobedo_Zacatecas_bloque_56_x512_y448.tiff,model_final.pth,119,16384,0.7263
20_Monte escobedo_Zacatecas_bloque_77_x128_y704.tiff,model_final.pth,1552,16384,9.4727
20_Monte escobedo_Zacatecas_bloque_81_x64_y789.tiff,model_final.pth,714,16384,4.3579
20_Santa Catarina_Juquila_bloque_10_x256_y64.tiff,model_final.pth,263,16384,1.6052
20_Santa Catarina_Juquila_bloque_14_x128_y128.tiff,model_final.pth,184,16384,1.123
20_Villa_jimenez_Michoacan_bloque_105_x960_y576.tiff,model_final.pth,10155,16384,61.9812
20_Villa_jimenez_Michoacan_bloque_118_x704_y640.tiff,model_final.pth,9199,16384,56.1462
20_Villa_jimenez_Michoacan_bloque_119_x768_y640.tiff,model_final.pth,9911,16384,60.4919
20_Villa_jimenez_Michoacan_bloque_125_x1152_y640.tiff,model_final.pth,11489,16384,70.1233
20_Villa_jimenez_Michoacan_bloque_131_x448_y704.tiff,model_final.pth,10213,16384,62.3352
20_Villa_jimenez_Michoacan_bloque_139_x960_y704.tiff,model_final.pth,10039,16384,61.2732
20_Villa_jimenez_Michoacan_bloque_142_x1152_y704.tiff,model_final.pth,11336,16384,69.1895
20_Villa_jimenez_Michoacan_bloque_145_x320_y768.tiff,model_final.pth,1442,16384,8.8013
20_Villa_jimenez_Michoacan_bloque_147_x448_y768.tiff,model_final.pth,7368,16384,44.9707
20_Villa_jimenez_Michoacan_bloque_148_x512_y768.tiff,model_final.pth,8358,16384,51.0132
20_Villa_jimenez_Michoacan_bloque_153_x832_y768.tiff,model_final.pth,11308,16384,69.0186
20_Villa_jimenez_Michoacan_bloque_155_x960_y768.tiff,model_final.pth,11263,16384,68.7439
20_Villa_jimenez_Michoacan_bloque_158_x1152_y768.tiff,model_final.pth,10605,16384,64.7278
20_Villa_jimenez_Michoacan_bloque_159_x1198_y768.tiff,model_final.pth,8590,16384,52.4292
20_Villa_jimenez_Michoacan_bloque_168_x896_y832.tiff,model_final.pth,11259,16384,68.7195
20_Villa_jimenez_Michoacan_bloque_169_x960_y832.tiff,model_final.pth,9671,16384,59.0271
20_Villa_jimenez_Michoacan_bloque_16_x512_y128.tiff,model_final.pth,1028,16384,6.2744
20_Villa_jimenez_Michoacan_bloque_178_x704_y896.tiff,model_final.pth,4017,16384,24.5178
20_Villa_jimenez_Michoacan_bloque_181_x896_y896.tiff,model_final.pth,8535,16384,52.0935
20_Villa_jimenez_Michoacan_bloque_182_x960_y896.tiff,model_final.pth,5911,16384,36.0779
20_Villa_jimenez_Michoacan_bloque_195_x1024_y960.tiff,model_final.pth,3502,16384,21.3745
20_Villa_jimenez_Michoacan_bloque_198_x1198_y960.tiff,model_final.pth,3803,16384,23.2117
20_Villa_jimenez_Michoacan_bloque_201_x512_y1024.tiff,model_final.pth,1957,16384,11.9446
20_Villa_jimenez_Michoacan_bloque_206_x832_y1024.tiff,model_final.pth,1610,16384,9.8267
20_Villa_jimenez_Michoacan_bloque_209_x1024_y1024.tiff,model_final.pth,3491,16384,21.3074
20_Villa_jimenez_Michoacan_bloque_211_x1152_y1024.tiff,model_final.pth,4187,16384,25.5554
20_Villa_jimenez_Michoacan_bloque_212_x1198_y1024.tiff,model_final.pth,2221,16384,13.5559
20_Villa_jimenez_Michoacan_bloque_223_x768_y1088.tiff,model_final.pth,978,16384,5.9692
20_Villa_jimenez_Michoacan_bloque_22_x320_y192.tiff,model_final.pth,2543,16384,15.5212
20_Villa_jimenez_Michoacan_bloque_231_x256_y1152.tiff,model_final.pth,1570,16384,9.5825
20_Villa_jimenez_Michoacan_bloque_236_x576_y1152.tiff,model_final.pth,2348,16384,14.3311
20_Villa_jimenez_Michoacan_bloque_239_x768_y1152.tiff,model_final.pth,3263,16384,19.9158
20_Villa_jimenez_Michoacan_bloque_240_x832_y1152.tiff,model_final.pth,3404,16384,20.7764
20_Villa_jimenez_Michoacan_bloque_248_x384_y1216.tiff,model_final.pth,2416,16384,14.7461
20_Villa_jimenez_Michoacan_bloque_257_x960_y1216.tiff,model_final.pth,857,16384,5.2307
20_Villa_jimenez_Michoacan_bloque_25_x512_y192.tiff,model_final.pth,7244,16384,44.2139
20_Villa_jimenez_Michoacan_bloque_260_x320_y1280.tiff,model_final.pth,2486,16384,15.1733
20_Villa_jimenez_Michoacan_bloque_264_x704_y1280.tiff,model_final.pth,1029,16384,6.2805
20_Villa_jimenez_Michoacan_bloque_267_x0_y1344.tiff,model_final.pth,2417,16384,14.7522
20_Villa_jimenez_Michoacan_bloque_26_x576_y192.tiff,model_final.pth,9190,16384,56.0913
20_Villa_jimenez_Michoacan_bloque_290_x320_y1472.tiff,model_final.pth,2427,16384,14.8132
20_Villa_jimenez_Michoacan_bloque_292_x448_y1472.tiff,model_final.pth,2315,16384,14.1296
20_Villa_jimenez_Michoacan_bloque_294_x576_y1472.tiff,model_final.pth,2276,16384,13.8916
20_Villa_jimenez_Michoacan_bloque_299_x320_y1536.tiff,model_final.pth,1467,16384,8.9539
20_Villa_jimenez_Michoacan_bloque_300_x384_y1536.tiff,model_final.pth,1575,16384,9.613
20_Villa_jimenez_Michoacan_bloque_309_x512_y1588.tiff,model_final.pth,2979,16384,18.1824
20_Villa_jimenez_Michoacan_bloque_32_x384_y256.tiff,model_final.pth,2369,16384,14.4592
20_Villa_jimenez_Michoacan_bloque_34_x512_y256.tiff,model_final.pth,10746,16384,65.5884
20_Villa_jimenez_Michoacan_bloque_38_x768_y256.tiff,model_final.pth,9520,16384,58.1055
20_Villa_jimenez_Michoacan_bloque_40_x256_y320.tiff,model_final.pth,3637,16384,22.1985
20_Villa_jimenez_Michoacan_bloque_41_x320_y320.tiff,model_final.pth,2995,16384,18.28
20_Villa_jimenez_Michoacan_bloque_44_x512_y320.tiff,model_final.pth,11392,16384,69.5312
20_Villa_jimenez_Michoacan_bloque_4_x256_y64.tiff,model_final.pth,2153,16384,13.1409
20_Villa_jimenez_Michoacan_bloque_56_x640_y384.tiff,model_final.pth,12136,16384,74.0723
20_Villa_jimenez_Michoacan_bloque_59_x832_y384.tiff,model_final.pth,11160,16384,68.1152
20_Villa_jimenez_Michoacan_bloque_68_x576_y448.tiff,model_final.pth,12293,16384,75.0305
20_Villa_jimenez_Michoacan_bloque_75_x64_y512.tiff,model_final.pth,1866,16384,11.3892
20_Villa_jimenez_Michoacan_bloque_80_x384_y512.tiff,model_final.pth,11418,16384,69.6899
20_Villa_jimenez_Michoacan_bloque_82_x512_y512.tiff,model_final.pth,10466,16384,63.8794
20_Villa_jimenez_Michoacan_bloque_83_x576_y512.tiff,model_final.pth,12238,16384,74.6948
20_Villa_jimenez_Michoacan_bloque_90_x1024_y512.tiff,model_final.pth,11589,16384,70.7336
20_Villa_jimenez_Michoacan_bloque_91_x64_y576.tiff,model_final.pth,2324,16384,14.1846
20_Villa_jimenez_Michoacan_bloque_98_x512_y576.tiff,model_final.pth,9665,16384,58.9905
21_Ajuchitlan_Guerrero_bloque_0_x192_y0.tiff,model_final.pth,2899,16384,17.6941
21_Ajuchitlan_Guerrero_bloque_10_x128_y128.tiff,model_final.pth,3001,16384,18.3167
21_Ajuchitlan_Guerrero_bloque_16_x128_y192.tiff,model_final.pth,1979,16384,12.0789
21_Ajuchitlan_Guerrero_bloque_27_x640_y256.tiff,model_final.pth,3191,16384,19.4763
21_Ajuchitlan_Guerrero_bloque_30_x896_y256.tiff,model_final.pth,1195,16384,7.2937
21_Ajuchitlan_Guerrero_bloque_34_x576_y320.tiff,model_final.pth,1552,16384,9.4727
21_Ajuchitlan_Guerrero_bloque_36_x704_y320.tiff,model_final.pth,1472,16384,8.9844
21_Ajuchitlan_Guerrero_bloque_41_x256_y384.tiff,model_final.pth,2505,16384,15.2893
21_Ajuchitlan_Guerrero_bloque_42_x512_y384.tiff,model_final.pth,1160,16384,7.0801
21_Ajuchitlan_Guerrero_bloque_44_x640_y384.tiff,model_final.pth,1507,16384,9.198
21_Ajuchitlan_Guerrero_bloque_46_x128_y448.tiff,model_final.pth,1684,16384,10.2783
21_Ajuchitlan_Guerrero_bloque_48_x256_y448.tiff,model_final.pth,3857,16384,23.5413
21_Ajuchitlan_Guerrero_bloque_59_x768_y512.tiff,model_final.pth,2397,16384,14.6301
21_Ajuchitlan_Guerrero_bloque_60_x832_y512.tiff,model_final.pth,1388,16384,8.4717
21_Ajuchitlan_Guerrero_bloque_61_x576_y576.tiff,model_final.pth,1075,16384,6.5613
21_Ajuchitlan_Guerrero_bloque_69_x512_y640.tiff,model_final.pth,1040,16384,6.3477
21_Ajuchitlan_Guerrero_bloque_74_x0_y704.tiff,model_final.pth,955,16384,5.8289
21_Ajuchitlan_Guerrero_bloque_77_x576_y704.tiff,model_final.pth,1260,16384,7.6904
21_Ajuchitlan_Guerrero_bloque_79_x704_y704.tiff,model_final.pth,2180,16384,13.3057
21_Ajuchitlan_Guerrero_bloque_88_x832_y768.tiff,model_final.pth,2129,16384,12.9944
21_Ajuchitlan_Guerrero_bloque_89_x896_y768.tiff,model_final.pth,1937,16384,11.8225
21_Ajuchitlan_Guerrero_bloque_90_x0_y832.tiff,model_final.pth,1482,16384,9.0454
21_Ajuchitlan_Guerrero_bloque_91_x640_y832.tiff,model_final.pth,556,16384,3.3936
21_Ajuchitlan_Guerrero_bloque_94_x832_y832.tiff,model_final.pth,1237,16384,7.55
21_Ajuchitlan_Guerrero_bloque_95_x896_y832.tiff,model_final.pth,1607,16384,9.8083
21_Ajuchitlan_Guerrero_bloque_99_x832_y889.tiff,model_final.pth,733,16384,4.4739
21_Atoyac2_Jalisco_bloque_11_x1472_y896.tiff,model_final.pth,248,16384,1.5137
21_Atoyac2_Jalisco_bloque_2_x256_y640.tiff,model_final.pth,143,16384,0.8728
21_Atoyac2_Jalisco_bloque_8_x1344_y832.tiff,model_final.pth,249,16384,1.5198
21_Atoyac_Jalisco_bloque_1_x2304_y64.tiff,model_final.pth,1229,16384,7.5012
21_Atoyac_Jalisco_bloque_23_x896_y384.tiff,model_final.pth,423,16384,2.5818
21_Atoyac_Jalisco_bloque_27_x2112_y896.tiff,model_final.pth,624,16384,3.8086
21_Atoyac_Jalisco_bloque_7_x2048_y192.tiff,model_final.pth,928,16384,5.6641
21_Balleza_Chihuahua1_bloque_10_x512_y64.tiff,model_final.pth,2366,16384,14.4409
21_Balleza_Chihuahua1_bloque_12_x640_y64.tiff,model_final.pth,748,16384,4.5654
21_Balleza_Chihuahua1_bloque_18_x512_y128.tiff,model_final.pth,2852,16384,17.4072
21_Balleza_Chihuahua1_bloque_32_x512_y256.tiff,model_final.pth,2561,16384,15.6311
21_Balleza_Chihuahua1_bloque_34_x192_y320.tiff,model_final.pth,5941,16384,36.261
21_Balleza_Chihuahua1_bloque_35_x256_y320.tiff,model_final.pth,8548,16384,52.1729
21_Balleza_Chihuahua1_bloque_37_x384_y320.tiff,model_final.pth,5292,16384,32.2998
21_Balleza_Chihuahua1_bloque_41_x640_y320.tiff,model_final.pth,77,16384,0.47
21_Balleza_Chihuahua1_bloque_42_x128_y384.tiff,model_final.pth,2083,16384,12.7136
21_Balleza_Chihuahua1_bloque_44_x256_y384.tiff,model_final.pth,11850,16384,72.3267
21_Balleza_Chihuahua1_bloque_47_x448_y384.tiff,model_final.pth,2724,16384,16.626
21_Balleza_Chihuahua1_bloque_55_x384_y448.tiff,model_final.pth,4478,16384,27.3315
21_Balleza_Chihuahua1_bloque_57_x512_y448.tiff,model_final.pth,2676,16384,16.333
21_Balleza_Chihuahua1_bloque_58_x576_y448.tiff,model_final.pth,561,16384,3.4241
21_Balleza_Chihuahua1_bloque_59_x64_y512.tiff,model_final.pth,3027,16384,18.4753
21_Balleza_Chihuahua1_bloque_60_x128_y512.tiff,model_final.pth,4939,16384,30.1453
21_Balleza_Chihuahua1_bloque_69_x192_y576.tiff,model_final.pth,1970,16384,12.0239
21_Balleza_Chihuahua1_bloque_72_x384_y576.tiff,model_final.pth,1916,16384,11.6943
21_Balleza_Chihuahua1_bloque_77_x64_y704.tiff,model_final.pth,1438,16384,8.7769
21_Balleza_Chihuahua1_bloque_78_x128_y704.tiff,model_final.pth,1998,16384,12.1948
21_Balleza_Chihuahua1_bloque_7_x320_y64.tiff,model_final.pth,4717,16384,28.7903
21_Balleza_Chihuahua1_bloque_9_x448_y64.tiff,model_final.pth,1797,16384,10.968
21_Balleza_Chihuahua2_bloque_15_x443_y64.tiff,model_final.pth,257,16384,1.5686
21_Balleza_Chihuahua2_bloque_18_x128_y128.tiff,model_final.pth,0,16384,0.0
21_Balleza_Chihuahua2_bloque_1_x64_y0.tiff,model_final.pth,168,16384,1.0254
21_Balleza_Chihuahua2_bloque_21_x320_y128.tiff,model_final.pth,89,16384,0.5432
21_Balleza_Chihuahua2_bloque_23_x443_y128.tiff,model_final.pth,39,16384,0.238
21_Balleza_Chihuahua2_bloque_26_x320_y192.tiff,model_final.pth,76,16384,0.4639
21_Balleza_Chihuahua2_bloque_4_x256_y0.tiff,model_final.pth,99,16384,0.6042
21_Balleza_Chihuahua2_bloque_5_x320_y0.tiff,model_final.pth,553,16384,3.3752
21_Balleza_Chihuahua2_bloque_7_x443_y0.tiff,model_final.pth,291,16384,1.7761
21_Balleza_Chihuahua2_bloque_8_x0_y64.tiff,model_final.pth,123,16384,0.7507
21_Bavispe_Sonora2_bloque_0_x0_y0.tiff,model_final.pth,1854,16384,11.3159
21_Bavispe_Sonora2_bloque_14_x192_y320.tiff,model_final.pth,2121,16384,12.9456
21_Bavispe_Sonora2_bloque_3_x192_y64.tiff,model_final.pth,1553,16384,9.4788
21_Bavispe_Sonora2_bloque_6_x128_y128.tiff,model_final.pth,3021,16384,18.4387
21_Bavispe_Sonora_bloque_11_x128_y384.tiff,model_final.pth,2,16384,0.0122
21_Bavispe_Sonora_bloque_16_x576_y384.tiff,model_final.pth,30,16384,0.1831
21_Bavispe_Sonora_bloque_21_x320_y576.tiff,model_final.pth,80,16384,0.4883
21_Bavispe_Sonora_bloque_22_x384_y576.tiff,model_final.pth,96,16384,0.5859
21_Bavispe_Sonora_bloque_3_x128_y256.tiff,model_final.pth,166,16384,1.0132
21_Bavispe_Sonora_bloque_4_x192_y256.tiff,model_final.pth,135,16384,0.824
21_Bavispe_Sonora_bloque_6_x384_y256.tiff,model_final.pth,17,16384,0.1038
21_Bavispe_Sonora_bloque_8_x128_y320.tiff,model_final.pth,57,16384,0.3479
21_Bavispe_Sonora_bloque_9_x192_y320.tiff,model_final.pth,40,16384,0.2441
21_Chilpancingo de lo bravo_Guerrero_bloque_13_x128_y128.tiff,model_final.pth,3649,16384,22.2717
21_Chilpancingo de lo bravo_Guerrero_bloque_17_x0_y192.tiff,model_final.pth,1994,16384,12.1704
21_Chilpancingo de lo bravo_Guerrero_bloque_19_x128_y192.tiff,model_final.pth,1670,16384,10.1929
21_Chilpancingo de lo bravo_Guerrero_bloque_20_x192_y192.tiff,model_final.pth,1515,16384,9.2468
21_Chilpancingo de lo bravo_Guerrero_bloque_23_x384_y192.tiff,model_final.pth,594,16384,3.6255
21_Chilpancingo de lo bravo_Guerrero_bloque_31_x384_y256.tiff,model_final.pth,683,16384,4.1687
21_Chilpancingo de lo bravo_Guerrero_bloque_35_x256_y313.tiff,model_final.pth,3087,16384,18.8416
21_Chilpancingo de lo bravo_Guerrero_bloque_36_x320_y313.tiff,model_final.pth,2081,16384,12.7014
21_Chilpancingo de lo bravo_Guerrero_bloque_8_x192_y64.tiff,model_final.pth,3232,16384,19.7266
21_Durango_BuenosAires_bloque_12_x1280_y320.tiff,model_final.pth,100,16384,0.6104
21_Durango_BuenosAires_bloque_14_x1472_y320.tiff,model_final.pth,269,16384,1.6418
21_Durango_BuenosAires_bloque_1_x960_y0.tiff,model_final.pth,762,16384,4.6509
21_Durango_BuenosAires_bloque_2_x1024_y0.tiff,model_final.pth,402,16384,2.4536
21_El Tule_Estado de Mexico_bloque_6_x0_y128.tiff,model_final.pth,525,16384,3.2043
21_General Panfilo Natera_Zacatecas_bloque_5_x64_y41.tiff,model_final.pth,5030,16384,30.7007
21_La Escondida_Tamaulipas_bloque_12_x64_y256.tiff,model_final.pth,52,16384,0.3174
21_La Escondida_Tamaulipas_bloque_14_x180_y256.tiff,model_final.pth,125,16384,0.7629
21_La Escondida_Tamaulipas_bloque_1_x64_y0.tiff,model_final.pth,96,16384,0.5859
21_La Escondida_Tamaulipas_bloque_20_x64_y337.tiff,model_final.pth,19,16384,0.116
21_La Escondida_Tamaulipas_bloque_22_x180_y337.tiff,model_final.pth,17,16384,0.1038
21_La Escondida_Tamaulipas_bloque_2_x0_y64.tiff,model_final.pth,36,16384,0.2197
21_La Escondida_Tamaulipas_bloque_8_x64_y192.tiff,model_final.pth,34,16384,0.2075
21_Mezquitic_Jalisco2_bloque_0_x448_y128.tiff,model_final.pth,792,16384,4.834
21_Mezquitic_Jalisco2_bloque_102_x1600_y2240.tiff,model_final.pth,794,16384,4.8462
21_Mezquitic_Jalisco2_bloque_107_x1920_y2304.tiff,model_final.pth,1604,16384,9.79
21_Mezquitic_Jalisco2_bloque_15_x1280_y192.tiff,model_final.pth,1243,16384,7.5867
21_Mezquitic_Jalisco2_bloque_18_x1920_y192.tiff,model_final.pth,621,16384,3.7903
21_Mezquitic_Jalisco2_bloque_1_x512_y128.tiff,model_final.pth,1283,16384,7.8308
21_Mezquitic_Jalisco2_bloque_22_x192_y256.tiff,model_final.pth,930,16384,5.6763
21_Mezquitic_Jalisco2_bloque_30_x64_y320.tiff,model_final.pth,1124,16384,6.8604
21_Mezquitic_Jalisco2_bloque_34_x1152_y320.tiff,model_final.pth,1557,16384,9.5032
21_Mezquitic_Jalisco2_bloque_39_x1088_y384.tiff,model_final.pth,532,16384,3.2471
21_Mezquitic_Jalisco2_bloque_3_x640_y128.tiff,model_final.pth,2306,16384,14.0747
21_Mezquitic_Jalisco2_bloque_46_x1152_y448.tiff,model_final.pth,628,16384,3.833
21_Mezquitic_Jalisco2_bloque_59_x1088_y1472.tiff,model_final.pth,485,16384,2.9602
21_Mezquitic_Jalisco2_bloque_61_x1152_y1536.tiff,model_final.pth,1133,16384,6.9153
21_Mezquitic_Jalisco2_bloque_65_x1408_y1664.tiff,model_final.pth,609,16384,3.717
21_Mezquitic_Jalisco2_bloque_72_x1152_y1792.tiff,model_final.pth,371,16384,2.2644
21_Mezquitic_Jalisco2_bloque_73_x1216_y1792.tiff,model_final.pth,871,16384,5.3162
21_Mezquitic_Jalisco2_bloque_83_x1536_y1856.tiff,model_final.pth,2610,16384,15.9302
21_Mezquitic_Jalisco2_bloque_8_x448_y192.tiff,model_final.pth,1407,16384,8.5876
21_Mezquitic_Jalisco2_bloque_95_x1472_y1984.tiff,model_final.pth,1087,16384,6.6345
21_Mezquitic_Jalisco2_bloque_96_x1536_y1984.tiff,model_final.pth,878,16384,5.3589
21_Mezquitic_Jalisco_bloque_10_x1152_y1536.tiff,model_final.pth,238,16384,1.4526
21_Mezquitic_Jalisco_bloque_6_x1152_y896.tiff,model_final.pth,1013,16384,6.1829
21_Mezquitic_Jalisco_bloque_7_x1216_y896.tiff,model_final.pth,969,16384,5.9143
