imagen,modelo,pixeles_incendio,total_pixeles,porcentaje_incendio
16_San José de los Pozos_Jalisco_bloque_19_x64_y256.tiff,model_final.pth,6164,16384,37.6221
16_San José de los Pozos_Jalisco_bloque_21_x192_y256.tiff,model_final.pth,2296,16384,14.0137
16_San José de los Pozos_Jalisco_bloque_3_x378_y0.tiff,model_final.pth,2257,16384,13.7756
16_San Miguel Coyutlán_Jalisco_bloque_3_x168_y0.tiff,model_final.pth,626,16384,3.8208
16_San Miguel Coyutlán_Jalisco_bloque_5_x64_y64.tiff,model_final.pth,1099,16384,6.7078
16_Santa Rosa_Jalisco_bloque_4_x0_y128.tiff,model_final.pth,8077,16384,49.2981
16_Santo Domingo Aztacameca_Ciudad de México_bloque_3_x192_y0.tiff,model_final.pth,4580,16384,27.9541
16_Santo Domingo Aztacameca_Ciudad de México_bloque_5_x0_y64.tiff,model_final.pth,2117,16384,12.9211
16_Tepechitlán_Zacatecas2_bloque_13_x64_y128.tiff,model_final.pth,903,16384,5.5115
16_Tepechitlán_Zacatecas2_bloque_14_x128_y128.tiff,model_final.pth,1992,16384,12.1582
16_Tepechitlán_Zacatecas2_bloque_19_x0_y191.tiff,model_final.pth,609,16384,3.717
16_Tepechitlán_Zacatecas2_bloque_20_x128_y191.tiff,model_final.pth,681,16384,4.1565
16_Tepechitlán_Zacatecas2_bloque_5_x320_y0.tiff,model_final.pth,816,16384,4.9805
16_Tepechitlán_Zacatecas_bloque_5_x118_y64.tiff,model_final.pth,76,16384,0.4639
16_Tepechitlán_Zacatecas_bloque_6_x0_y128.tiff,model_final.pth,180,16384,1.0986
16_Totatiche_Zacatecas_bloque_11_x187_y67.tiff,model_final.pth,422,16384,2.5757
16_Totatiche_Zacatecas_bloque_6_x128_y64.tiff,model_final.pth,864,16384,5.2734
16_Villa Manuel_Tamaulipas_bloque_6_x128_y64.tiff,model_final.pth,5642,16384,34.436
16_Villa Manuel_Tamaulipas_bloque_8_x64_y97.tiff,model_final.pth,2806,16384,17.1265
16_Villa Manuel_Tamaulipas_bloque_9_x128_y97.tiff,model_final.pth,3720,16384,22.7051
16_Xaltitla_Tlaxcala_bloque_21_x192_y128.tiff,model_final.pth,7685,16384,46.9055
16_Xaltitla_Tlaxcala_bloque_28_x640_y128.tiff,model_final.pth,1091,16384,6.6589
16_Xaltitla_Tlaxcala_bloque_33_x320_y192.tiff,model_final.pth,9939,16384,60.6628
16_Xaltitla_Tlaxcala_bloque_39_x661_y192.tiff,model_final.pth,588,16384,3.5889
16_Xaltitla_Tlaxcala_bloque_51_x192_y320.tiff,model_final.pth,1493,16384,9.1125
16_Xaltitla_Tlaxcala_bloque_5_x576_y0.tiff,model_final.pth,493,16384,3.009
16_Xaltitla_Tlaxcala_bloque_69_x384_y448.tiff,model_final.pth,5336,16384,32.5684
16_Xaltitla_Tlaxcala_bloque_70_x448_y448.tiff,model_final.pth,5685,16384,34.6985
16_Xaltitla_Tlaxcala_bloque_71_x512_y448.tiff,model_final.pth,6131,16384,37.4207
16_Xaltitla_Tlaxcala_bloque_72_x576_y448.tiff,model_final.pth,6036,16384,36.8408
16_Xaltitla_Tlaxcala_bloque_74_x661_y448.tiff,model_final.pth,1389,16384,8.4778
16_Xaltitla_Tlaxcala_bloque_78_x512_y512.tiff,model_final.pth,6092,16384,37.1826
16_Xaltitla_Tlaxcala_bloque_81_x661_y512.tiff,model_final.pth,748,16384,4.5654
16_Xaltitla_Tlaxcala_bloque_83_x384_y576.tiff,model_final.pth,3067,16384,18.7195
16_Xaltitla_Tlaxcala_bloque_87_x320_y594.tiff,model_final.pth,214,16384,1.3062
16_Xaltitla_Tlaxcala_bloque_89_x448_y594.tiff,model_final.pth,4491,16384,27.4109
17_24_Cuajinicuilapa_Oaxaca_bloque_0_x64_y0.tiff,model_final.pth,608,16384,3.7109
17_24_Cuajinicuilapa_Oaxaca_bloque_17_x320_y128.tiff,model_final.pth,1629,16384,9.9426
17_24_Cuajinicuilapa_Oaxaca_bloque_19_x440_y128.tiff,model_final.pth,2916,16384,17.7979
17_24_Ometepec_Guerrero_bloque_0_x64_y0.tiff,model_final.pth,916,16384,5.5908
17_24_Ometepec_Guerrero_bloque_15_x192_y128.tiff,model_final.pth,1704,16384,10.4004
17_24_Ometepec_Guerrero_bloque_19_x0_y192.tiff,model_final.pth,1996,16384,12.1826
17_24_Ometepec_Guerrero_bloque_22_x192_y192.tiff,model_final.pth,2240,16384,13.6719
17_24_Ometepec_Guerrero_bloque_23_x256_y192.tiff,model_final.pth,1063,16384,6.488
17_24_Ometepec_Guerrero_bloque_25_x373_y192.tiff,model_final.pth,2300,16384,14.0381
17_24_Ometepec_Guerrero_bloque_27_x64_y199.tiff,model_final.pth,1653,16384,10.0891
17_24_Ometepec_Guerrero_bloque_28_x128_y199.tiff,model_final.pth,2774,16384,16.9312
17_24_San Lucas Quilavini_Oaxaca_bloque_0_x0_y0.tiff,model_final.pth,2149,16384,13.1165
17_24_San Lucas Quilavini_Oaxaca_bloque_9_x192_y128.tiff,model_final.pth,1442,16384,8.8013
17_24_San Pablo Guila_Oaxaca_bloque_14_x0_y248.tiff,model_final.pth,2411,16384,14.7156
17_24_Santa Bárbara_Ciudad de México_bloque_17_x384_y192.tiff,model_final.pth,616,16384,3.7598
17_24_Santa Bárbara_Ciudad de México_bloque_24_x64_y256.tiff,model_final.pth,2477,16384,15.1184
17_24_Santa Bárbara_Ciudad de México_bloque_37_x128_y320.tiff,model_final.pth,2066,16384,12.6099
17_24_Santa Bárbara_Ciudad de México_bloque_40_x320_y320.tiff,model_final.pth,2885,16384,17.6086
17_24_Santa Bárbara_Ciudad de México_bloque_41_x384_y320.tiff,model_final.pth,1146,16384,6.9946
17_24_Santa Bárbara_Ciudad de México_bloque_45_x640_y320.tiff,model_final.pth,131,16384,0.7996
17_24_Santa Bárbara_Ciudad de México_bloque_48_x128_y384.tiff,model_final.pth,4634,16384,28.2837
17_24_Santa Bárbara_Ciudad de México_bloque_52_x384_y384.tiff,model_final.pth,3180,16384,19.4092
17_24_Santa Bárbara_Ciudad de México_bloque_54_x512_y384.tiff,model_final.pth,60,16384,0.3662
17_24_Santa Bárbara_Ciudad de México_bloque_56_x64_y448.tiff,model_final.pth,6344,16384,38.7207
17_24_Santa Bárbara_Ciudad de México_bloque_5_x576_y64.tiff,model_final.pth,3072,16384,18.75
17_24_Santa Bárbara_Ciudad de México_bloque_64_x64_y512.tiff,model_final.pth,4441,16384,27.1057
17_24_Santa Bárbara_Ciudad de México_bloque_68_x320_y512.tiff,model_final.pth,7284,16384,44.458
17_24_Santa Bárbara_Ciudad de México_bloque_69_x384_y512.tiff,model_final.pth,2485,16384,15.1672
17_24_Santa Bárbara_Ciudad de México_bloque_6_x640_y64.tiff,model_final.pth,2848,16384,17.3828
17_24_Santa Bárbara_Ciudad de México_bloque_72_x64_y576.tiff,model_final.pth,888,16384,5.4199
17_24_Santa Bárbara_Ciudad de México_bloque_7_x682_y64.tiff,model_final.pth,2083,16384,12.7136
17_24_Santa Bárbara_Ciudad de México_bloque_8_x448_y128.tiff,model_final.pth,76,16384,0.4639
17_Arramberri_Nuevo_Leon_bloque_18_x256_y192.tiff,model_final.pth,2297,16384,14.0198
17_Arramberri_Nuevo_Leon_bloque_1_x64_y0.tiff,model_final.pth,3373,16384,20.5872
17_Arramberri_Nuevo_Leon_bloque_2_x128_y0.tiff,model_final.pth,3052,16384,18.6279
17_Arramberri_Nuevo_Leon_bloque_3_x192_y0.tiff,model_final.pth,700,16384,4.2725
17_Arramberri_Nuevo_Leon_bloque_7_x192_y64.tiff,model_final.pth,2831,16384,17.2791
17_Arramberri_Nuevo_Leon_bloque_8_x256_y64.tiff,model_final.pth,1071,16384,6.5369
17_Córdoba_Veracruz_bloque_0_x384_y0.tiff,model_final.pth,934,16384,5.7007
17_Córdoba_Veracruz_bloque_104_x576_y640.tiff,model_final.pth,1092,16384,6.665
17_Córdoba_Veracruz_bloque_105_x640_y640.tiff,model_final.pth,431,16384,2.6306
17_Córdoba_Veracruz_bloque_106_x704_y640.tiff,model_final.pth,421,16384,2.5696
17_Córdoba_Veracruz_bloque_114_x576_y704.tiff,model_final.pth,6766,16384,41.2964
17_Córdoba_Veracruz_bloque_120_x256_y768.tiff,model_final.pth,7802,16384,47.6196
17_Córdoba_Veracruz_bloque_124_x512_y768.tiff,model_final.pth,11086,16384,67.6636
17_Córdoba_Veracruz_bloque_126_x640_y768.tiff,model_final.pth,6151,16384,37.5427
17_Córdoba_Veracruz_bloque_133_x448_y832.tiff,model_final.pth,8717,16384,53.2043
17_Córdoba_Veracruz_bloque_137_x64_y896.tiff,model_final.pth,923,16384,5.6335
17_Córdoba_Veracruz_bloque_138_x128_y896.tiff,model_final.pth,7562,16384,46.1548
17_Córdoba_Veracruz_bloque_144_x512_y896.tiff,model_final.pth,3938,16384,24.0356
17_Córdoba_Veracruz_bloque_158_x384_y1024.tiff,model_final.pth,2232,16384,13.623
17_Córdoba_Veracruz_bloque_159_x448_y1024.tiff,model_final.pth,1274,16384,7.7759
17_Córdoba_Veracruz_bloque_160_x192_y1088.tiff,model_final.pth,866,16384,5.2856
17_Córdoba_Veracruz_bloque_169_x128_y1157.tiff,model_final.pth,1666,16384,10.1685
17_Córdoba_Veracruz_bloque_16_x640_y128.tiff,model_final.pth,757,16384,4.6204
17_Córdoba_Veracruz_bloque_21_x384_y192.tiff,model_final.pth,5728,16384,34.9609
17_Córdoba_Veracruz_bloque_24_x576_y192.tiff,model_final.pth,3442,16384,21.0083
17_Córdoba_Veracruz_bloque_2_x512_y0.tiff,model_final.pth,3530,16384,21.5454
17_Córdoba_Veracruz_bloque_31_x384_y256.tiff,model_final.pth,4503,16384,27.4841
17_Córdoba_Veracruz_bloque_37_x768_y256.tiff,model_final.pth,1399,16384,8.5388
17_Córdoba_Veracruz_bloque_3_x576_y0.tiff,model_final.pth,2111,16384,12.8845
17_Córdoba_Veracruz_bloque_41_x192_y320.tiff,model_final.pth,2315,16384,14.1296
17_Córdoba_Veracruz_bloque_46_x576_y320.tiff,model_final.pth,6006,16384,36.6577
17_Córdoba_Veracruz_bloque_47_x640_y320.tiff,model_final.pth,7370,16384,44.9829
17_Córdoba_Veracruz_bloque_53_x128_y384.tiff,model_final.pth,1871,16384,11.4197
17_Córdoba_Veracruz_bloque_56_x384_y384.tiff,model_final.pth,3329,16384,20.3186
17_Córdoba_Veracruz_bloque_57_x448_y384.tiff,model_final.pth,4350,16384,26.5503
17_Córdoba_Veracruz_bloque_59_x576_y384.tiff,model_final.pth,9576,16384,58.4473
17_Córdoba_Veracruz_bloque_68_x256_y448.tiff,model_final.pth,1260,16384,7.6904
17_Córdoba_Veracruz_bloque_70_x384_y448.tiff,model_final.pth,5532,16384,33.7646
17_Córdoba_Veracruz_bloque_74_x640_y448.tiff,model_final.pth,10470,16384,63.9038
17_Córdoba_Veracruz_bloque_7_x448_y64.tiff,model_final.pth,3849,16384,23.4924
17_Córdoba_Veracruz_bloque_84_x512_y512.tiff,model_final.pth,2233,16384,13.6292
17_Córdoba_Veracruz_bloque_85_x576_y512.tiff,model_final.pth,2459,16384,15.0085
17_Córdoba_Veracruz_bloque_86_x640_y512.tiff,model_final.pth,4896,16384,29.8828
17_Córdoba_Veracruz_bloque_89_x192_y576.tiff,model_final.pth,1062,16384,6.4819
17_Córdoba_Veracruz_bloque_8_x512_y64.tiff,model_final.pth,5337,16384,32.5745
17_Córdoba_Veracruz_bloque_90_x256_y576.tiff,model_final.pth,4029,16384,24.5911
17_Córdoba_Veracruz_bloque_93_x448_y576.tiff,model_final.pth,8412,16384,51.3428
17_Córdoba_Veracruz_bloque_97_x704_y576.tiff,model_final.pth,365,16384,2.2278
17_Huitzuca_de_Figueroa_Guerrero_bloque_0_x384_y64.tiff,model_final.pth,1741,16384,10.6262
17_Huitzuca_de_Figueroa_Guerrero_bloque_10_x320_y384.tiff,model_final.pth,2386,16384,14.563
17_Huitzuca_de_Figueroa_Guerrero_bloque_14_x192_y448.tiff,model_final.pth,1903,16384,11.615
17_Huitzuca_de_Figueroa_Guerrero_bloque_25_x398_y576.tiff,model_final.pth,2263,16384,13.8123
17_Huitzuca_de_Figueroa_Guerrero_bloque_26_x64_y640.tiff,model_final.pth,1610,16384,9.8267
17_Huitzuca_de_Figueroa_Guerrero_bloque_29_x64_y704.tiff,model_final.pth,3506,16384,21.3989
17_Huitzuca_de_Figueroa_Guerrero_bloque_31_x0_y728.tiff,model_final.pth,1140,16384,6.958
17_Huitzuca_de_Figueroa_Guerrero_bloque_32_x64_y728.tiff,model_final.pth,3376,16384,20.6055
17_Huitzuca_de_Figueroa_Guerrero_bloque_33_x128_y728.tiff,model_final.pth,2973,16384,18.1458
17_Huitzuca_de_Figueroa_Guerrero_bloque_4_x398_y128.tiff,model_final.pth,673,16384,4.1077
17_Huitzuca_de_Figueroa_Guerrero_bloque_5_x320_y192.tiff,model_final.pth,1142,16384,6.9702
17_Huitzuca_de_Figueroa_Guerrero_bloque_9_x256_y384.tiff,model_final.pth,2263,16384,13.8123
17_Zacapu_Michoacan_bloque_0_x256_y0.tiff,model_final.pth,498,16384,3.0396
17_Zacapu_Michoacan_bloque_5_x64_y111.tiff,model_final.pth,1105,16384,6.7444
18_24_Ciudad Guzmán_Jalisco_bloque_13_x189_y192.tiff,model_final.pth,964,16384,5.8838
18_24_Ciudad Guzmán_Jalisco_bloque_17_x189_y256.tiff,model_final.pth,207,16384,1.2634
18_24_Ciudad Guzmán_Jalisco_bloque_21_x189_y320.tiff,model_final.pth,10,16384,0.061
18_24_Ciudad Guzmán_Jalisco_bloque_2_x0_y64.tiff,model_final.pth,102,16384,0.6226
18_24_Ciudad Guzmán_Jalisco_bloque_4_x128_y64.tiff,model_final.pth,249,16384,1.5198
18_24_Ciudad Guzmán_Jalisco_bloque_5_x189_y64.tiff,model_final.pth,194,16384,1.1841
18_24_Ciudad Guzmán_Jalisco_bloque_8_x128_y128.tiff,model_final.pth,1115,16384,6.8054
18_24_El Sabino_Jalisco_bloque_3_x38_y64.tiff,model_final.pth,4281,16384,26.1292
18_24_San Sebastián del Sur_Jalisco_bloque_0_x64_y0.tiff,model_final.pth,97,16384,0.592
18_24_San Sebastián del Sur_Jalisco_bloque_11_x0_y192.tiff,model_final.pth,21,16384,0.1282
18_24_San Sebastián del Sur_Jalisco_bloque_13_x128_y192.tiff,model_final.pth,222,16384,1.355
18_24_San Sebastián del Sur_Jalisco_bloque_16_x64_y256.tiff,model_final.pth,7,16384,0.0427
18_24_San Sebastián del Sur_Jalisco_bloque_21_x128_y320.tiff,model_final.pth,0,16384,0.0
18_24_San Sebastián del Sur_Jalisco_bloque_23_x0_y327.tiff,model_final.pth,1,16384,0.0061
18_24_San Sebastián del Sur_Jalisco_bloque_5_x128_y64.tiff,model_final.pth,31,16384,0.1892
18_24_San Sebastián del Sur_Jalisco_bloque_6_x134_y64.tiff,model_final.pth,33,16384,0.2014
18_24_San Sebastián del Sur_Jalisco_bloque_7_x0_y128.tiff,model_final.pth,6,16384,0.0366
18_Arcelia_Guerrero_bloque_5_x149_y64.tiff,model_final.pth,1093,16384,6.6711
18_Atenango_del_rio_Guerrero_bloque_10_x128_y320.tiff,model_final.pth,2,16384,0.0122
18_Atenango_del_rio_Guerrero_bloque_15_x64_y512.tiff,model_final.pth,4,16384,0.0244
18_Atenango_del_rio_Guerrero_bloque_22_x128_y896.tiff,model_final.pth,2,16384,0.0122
18_Atenango_del_rio_Guerrero_bloque_5_x256_y64.tiff,model_final.pth,19,16384,0.116
18_Jolalpan_Puebla_bloque_11_x64_y192.tiff,model_final.pth,2778,16384,16.9556
18_Jolalpan_Puebla_bloque_19_x256_y256.tiff,model_final.pth,802,16384,4.895
18_Jolalpan_Puebla_bloque_23_x1664_y320.tiff,model_final.pth,1338,16384,8.1665
18_Jolalpan_Puebla_bloque_26_x1600_y384.tiff,model_final.pth,1328,16384,8.1055
18_Jolalpan_Puebla_bloque_31_x1600_y448.tiff,model_final.pth,714,16384,4.3579
18_Jolalpan_Puebla_bloque_38_x1280_y640.tiff,model_final.pth,4507,16384,27.5085
18_Jolalpan_Puebla_bloque_42_x128_y704.tiff,model_final.pth,976,16384,5.957
18_Jolalpan_Puebla_bloque_47_x64_y768.tiff,model_final.pth,1817,16384,11.0901
18_Jolalpan_Puebla_bloque_50_x1280_y768.tiff,model_final.pth,2417,16384,14.7522
18_Jolalpan_Puebla_bloque_51_x1344_y768.tiff,model_final.pth,2831,16384,17.2791
18_Jolalpan_Puebla_bloque_53_x256_y832.tiff,model_final.pth,1371,16384,8.3679
18_Jolalpan_Puebla_bloque_55_x1216_y832.tiff,model_final.pth,1995,16384,12.1765
18_Jolalpan_Puebla_bloque_56_x1280_y832.tiff,model_final.pth,2658,16384,16.2231
18_Jolalpan_Puebla_bloque_58_x1408_y832.tiff,model_final.pth,1558,16384,9.5093
18_Jolalpan_Puebla_bloque_59_x1216_y896.tiff,model_final.pth,1745,16384,10.6506
18_Jolalpan_Puebla_bloque_5_x320_y64.tiff,model_final.pth,3418,16384,20.8618
18_Jolalpan_Puebla_bloque_68_x64_y1216.tiff,model_final.pth,2389,16384,14.5813
18_Jolalpan_Puebla_bloque_6_x64_y128.tiff,model_final.pth,1236,16384,7.5439
18_Jolalpan_Puebla_bloque_70_x192_y1216.tiff,model_final.pth,2713,16384,16.5588
18_Jolalpan_Puebla_bloque_75_x384_y1280.tiff,model_final.pth,2145,16384,13.092
18_Jolalpan_Puebla_bloque_7_x128_y128.tiff,model_final.pth,4245,16384,25.9094
18_Jolalpan_Puebla_bloque_9_x256_y128.tiff,model_final.pth,3420,16384,20.874
18_Ocampo_Coahuila_bloque_12_x64_y256.tiff,model_final.pth,1173,16384,7.1594
18_Ocampo_Coahuila_bloque_13_x256_y256.tiff,model_final.pth,630,16384,3.8452
18_Ocampo_Coahuila_bloque_1_x448_y0.tiff,model_final.pth,441,16384,2.6917
18_Ocampo_Coahuila_bloque_25_x256_y384.tiff,model_final.pth,707,16384,4.3152
18_Ocampo_Coahuila_bloque_2_x1152_y0.tiff,model_final.pth,893,16384,5.4504
18_Ocampo_Coahuila_bloque_30_x128_y448.tiff,model_final.pth,948,16384,5.7861
18_Ocampo_Coahuila_bloque_34_x704_y448.tiff,model_final.pth,842,16384,5.1392
18_Ocampo_Coahuila_bloque_38_x704_y512.tiff,model_final.pth,697,16384,4.2542
18_Ocampo_Coahuila_bloque_7_x1152_y64.tiff,model_final.pth,1445,16384,8.8196
18_Ocampo_Coahuila_bloque_8_x1166_y64.tiff,model_final.pth,1199,16384,7.3181
18_Ocampo_Coahuila_bloque_9_x1152_y128.tiff,model_final.pth,594,16384,3.6255
18_Tomatlan_Jalisco_bloque_12_x0_y256.tiff,model_final.pth,688,16384,4.1992
18_Tomatlan_Jalisco_bloque_6_x64_y128.tiff,model_final.pth,1832,16384,11.1816
18_Tomatlan_Jalisco_bloque_8_x187_y128.tiff,model_final.pth,613,16384,3.7415
18_Tomatlan_Jalisco_bloque_9_x0_y192.tiff,model_final.pth,1183,16384,7.2205
19_Bocoyna_Chihuahua_bloque_13_x256_y128.tiff,model_final.pth,7778,16384,47.4731
19_Bocoyna_Chihuahua_bloque_18_x576_y128.tiff,model_final.pth,2196,16384,13.4033
19_Bocoyna_Chihuahua_bloque_19_x640_y128.tiff,model_final.pth,610,16384,3.7231
19_Bocoyna_Chihuahua_bloque_1_x384_y0.tiff,model_final.pth,2248,16384,13.7207
19_Bocoyna_Chihuahua_bloque_20_x704_y128.tiff,model_final.pth,454,16384,2.771
19_Bocoyna_Chihuahua_bloque_22_x0_y192.tiff,model_final.pth,783,16384,4.7791
19_Bocoyna_Chihuahua_bloque_23_x64_y192.tiff,model_final.pth,3787,16384,23.114
19_Bocoyna_Chihuahua_bloque_25_x192_y192.tiff,model_final.pth,9520,16384,58.1055
19_Bocoyna_Chihuahua_bloque_27_x320_y192.tiff,model_final.pth,8321,16384,50.7874
19_Bocoyna_Chihuahua_bloque_30_x512_y192.tiff,model_final.pth,6381,16384,38.9465
19_Bocoyna_Chihuahua_bloque_47_x704_y256.tiff,model_final.pth,3036,16384,18.5303
19_Bocoyna_Chihuahua_bloque_54_x320_y320.tiff,model_final.pth,2585,16384,15.7776
19_Bocoyna_Chihuahua_bloque_55_x384_y320.tiff,model_final.pth,1997,16384,12.1887
19_Bocoyna_Chihuahua_bloque_56_x448_y320.tiff,model_final.pth,535,16384,3.2654
19_Bocoyna_Chihuahua_bloque_61_x64_y384.tiff,model_final.pth,1756,16384,10.7178
19_Bocoyna_Chihuahua_bloque_66_x384_y384.tiff,model_final.pth,4616,16384,28.1738
19_Bocoyna_Chihuahua_bloque_70_x640_y384.tiff,model_final.pth,1209,16384,7.3792
19_Bocoyna_Chihuahua_bloque_72_x128_y448.tiff,model_final.pth,1686,16384,10.2905
19_Bocoyna_Chihuahua_bloque_76_x384_y448.tiff,model_final.pth,4284,16384,26.1475
19_Bocoyna_Chihuahua_bloque_7_x448_y64.tiff,model_final.pth,5552,16384,33.8867
19_Bocoyna_Chihuahua_bloque_8_x512_y64.tiff,model_final.pth,1930,16384,11.7798
19_Guadalupe_y_calvo_Chihuahua_bloque_11_x320_y64.tiff,model_final.pth,655,16384,3.9978
19_Guadalupe_y_calvo_Chihuahua_bloque_13_x0_y128.tiff,model_final.pth,3017,16384,18.4143
19_Guadalupe_y_calvo_Chihuahua_bloque_16_x192_y128.tiff,model_final.pth,2077,16384,12.677
19_Guadalupe_y_calvo_Chihuahua_bloque_17_x256_y128.tiff,model_final.pth,1097,16384,6.6956
19_Guadalupe_y_calvo_Chihuahua_bloque_18_x0_y192.tiff,model_final.pth,2426,16384,14.8071
19_Guadalupe_y_calvo_Chihuahua_bloque_20_x128_y192.tiff,model_final.pth,1980,16384,12.085
19_Guadalupe_y_calvo_Chihuahua_bloque_26_x192_y256.tiff,model_final.pth,1672,16384,10.2051
19_Guazapares_Chihuahua_bloque_0_x256_y0.tiff,model_final.pth,1882,16384,11.4868
19_Guazapares_Chihuahua_bloque_104_x704_y576.tiff,model_final.pth,397,16384,2.4231
19_Guazapares_Chihuahua_bloque_107_x128_y640.tiff,model_final.pth,4938,16384,30.1392
19_Guazapares_Chihuahua_bloque_114_x576_y640.tiff,model_final.pth,6528,16384,39.8438
19_Guazapares_Chihuahua_bloque_116_x704_y640.tiff,model_final.pth,745,16384,4.5471
19_Guazapares_Chihuahua_bloque_117_x0_y704.tiff,model_final.pth,2230,16384,13.6108
19_Guazapares_Chihuahua_bloque_122_x320_y704.tiff,model_final.pth,4240,16384,25.8789
19_Guazapares_Chihuahua_bloque_12_x448_y64.tiff,model_final.pth,4458,16384,27.2095
19_Guazapares_Chihuahua_bloque_133_x320_y768.tiff,model_final.pth,3866,16384,23.5962
19_Guazapares_Chihuahua_bloque_134_x384_y768.tiff,model_final.pth,5067,16384,30.9265
19_Guazapares_Chihuahua_bloque_137_x576_y768.tiff,model_final.pth,291,16384,1.7761
19_Guazapares_Chihuahua_bloque_140_x192_y832.tiff,model_final.pth,2960,16384,18.0664
19_Guazapares_Chihuahua_bloque_145_x512_y832.tiff,model_final.pth,536,16384,3.2715
19_Guazapares_Chihuahua_bloque_153_x192_y913.tiff,model_final.pth,1053,16384,6.427
19_Guazapares_Chihuahua_bloque_154_x256_y913.tiff,model_final.pth,1842,16384,11.2427
19_Guazapares_Chihuahua_bloque_155_x320_y913.tiff,model_final.pth,2224,16384,13.5742
19_Guazapares_Chihuahua_bloque_16_x780_y64.tiff,model_final.pth,139,16384,0.8484
19_Guazapares_Chihuahua_bloque_18_x64_y128.tiff,model_final.pth,4311,16384,26.3123
19_Guazapares_Chihuahua_bloque_19_x128_y128.tiff,model_final.pth,6742,16384,41.1499
19_Guazapares_Chihuahua_bloque_22_x320_y128.tiff,model_final.pth,4434,16384,27.063
19_Guazapares_Chihuahua_bloque_25_x512_y128.tiff,model_final.pth,2405,16384,14.679
19_Guazapares_Chihuahua_bloque_2_x384_y0.tiff,model_final.pth,3447,16384,21.0388
19_Guazapares_Chihuahua_bloque_34_x384_y192.tiff,model_final.pth,4266,16384,26.0376
19_Guazapares_Chihuahua_bloque_38_x640_y192.tiff,model_final.pth,2261,16384,13.8
19_Guazapares_Chihuahua_bloque_3_x448_y0.tiff,model_final.pth,988,16384,6.0303
19_Guazapares_Chihuahua_bloque_41_x780_y192.tiff,model_final.pth,71,16384,0.4333
19_Guazapares_Chihuahua_bloque_51_x576_y256.tiff,model_final.pth,3628,16384,22.1436
19_Guazapares_Chihuahua_bloque_53_x704_y256.tiff,model_final.pth,659,16384,4.0222
19_Guazapares_Chihuahua_bloque_61_x448_y320.tiff,model_final.pth,995,16384,6.073
19_Guazapares_Chihuahua_bloque_62_x512_y320.tiff,model_final.pth,2957,16384,18.0481
19_Guazapares_Chihuahua_bloque_69_x256_y384.tiff,model_final.pth,4027,16384,24.5789
19_Guazapares_Chihuahua_bloque_71_x384_y384.tiff,model_final.pth,2826,16384,17.2485
19_Guazapares_Chihuahua_bloque_79_x256_y448.tiff,model_final.pth,5220,16384,31.8604
19_Guazapares_Chihuahua_bloque_84_x64_y512.tiff,model_final.pth,5772,16384,35.2295
19_Guazapares_Chihuahua_bloque_91_x512_y512.tiff,model_final.pth,2897,16384,17.6819
19_Guazapares_Chihuahua_bloque_9_x256_y64.tiff,model_final.pth,5255,16384,32.074
19_Huamuxtitlan_bloque_2_x256_y320.tiff,model_final.pth,3185,16384,19.4397
19_Huamuxtitlan_bloque_5_x256_y384.tiff,model_final.pth,1879,16384,11.4685
19_Jala_Nayarit_bloque_102_x0_y832.tiff,model_final.pth,947,16384,5.78
19_Jala_Nayarit_bloque_104_x128_y832.tiff,model_final.pth,442,16384,2.6978
19_Jala_Nayarit_bloque_12_x1472_y192.tiff,model_final.pth,1272,16384,7.7637
19_Jala_Nayarit_bloque_14_x320_y256.tiff,model_final.pth,615,16384,3.7537
19_Jala_Nayarit_bloque_16_x1280_y256.tiff,model_final.pth,984,16384,6.0059
19_Jala_Nayarit_bloque_19_x1472_y256.tiff,model_final.pth,1924,16384,11.7432
19_Jala_Nayarit_bloque_1_x1152_y0.tiff,model_final.pth,869,16384,5.304
19_Jala_Nayarit_bloque_26_x1152_y320.tiff,model_final.pth,100,16384,0.6104
19_Jala_Nayarit_bloque_31_x1472_y320.tiff,model_final.pth,2196,16384,13.4033
19_Jala_Nayarit_bloque_32_x1536_y320.tiff,model_final.pth,2852,16384,17.4072
19_Jala_Nayarit_bloque_35_x128_y384.tiff,model_final.pth,1253,16384,7.6477
19_Jala_Nayarit_bloque_3_x1088_y64.tiff,model_final.pth,1068,16384,6.5186
19_Jala_Nayarit_bloque_46_x1536_y384.tiff,model_final.pth,3902,16384,23.8159
19_Jala_Nayarit_bloque_58_x1216_y448.tiff,model_final.pth,917,16384,5.5969
19_Jala_Nayarit_bloque_68_x256_y512.tiff,model_final.pth,98,16384,0.5981
19_Jala_Nayarit_bloque_73_x1216_y512.tiff,model_final.pth,821,16384,5.011
19_Jala_Nayarit_bloque_76_x1408_y512.tiff,model_final.pth,862,16384,5.2612
19_Jala_Nayarit_bloque_77_x1472_y512.tiff,model_final.pth,702,16384,4.2847
19_Jala_Nayarit_bloque_84_x384_y576.tiff,model_final.pth,398,16384,2.4292
19_Jala_Nayarit_bloque_90_x320_y640.tiff,model_final.pth,1889,16384,11.5295
19_Jala_Nayarit_bloque_91_x384_y640.tiff,model_final.pth,300,16384,1.8311
19_Jala_Nayarit_bloque_92_x0_y704.tiff,model_final.pth,754,16384,4.6021
19_Jala_Nayarit_bloque_97_x320_y704.tiff,model_final.pth,836,16384,5.1025
