imagen,modelo,pixeles_incendio,total_pixeles,porcentaje_incendio
16_San José de los Pozos_Jalisco_bloque_21_x192_y256.tiff,model_best.pth,1471,16384,8.9783
16_San José de los Pozos_Jalisco_bloque_3_x378_y0.tiff,model_best.pth,1457,16384,8.8928
16_San Miguel Coyutlán_Jalisco_bloque_3_x168_y0.tiff,model_best.pth,1113,16384,6.7932
16_San Miguel Coyutlán_Jalisco_bloque_5_x64_y64.tiff,model_best.pth,1355,16384,8.2703
16_Santa Rosa_Jalisco_bloque_4_x0_y128.tiff,model_best.pth,8962,16384,54.6997
16_Santo Domingo Aztacameca_Ciudad de México_bloque_3_x192_y0.tiff,model_best.pth,5533,16384,33.7708
16_Santo Domingo Aztacameca_Ciudad de México_bloque_5_x0_y64.tiff,model_best.pth,2978,16384,18.1763
16_Tepechitlán_Zacatecas2_bloque_13_x64_y128.tiff,model_best.pth,1371,16384,8.3679
16_Tepechitlán_Zacatecas2_bloque_14_x128_y128.tiff,model_best.pth,2879,16384,17.572
16_Tepechitlán_Zacatecas2_bloque_19_x0_y191.tiff,model_best.pth,727,16384,4.4373
16_Tepechitlán_Zacatecas2_bloque_20_x128_y191.tiff,model_best.pth,1068,16384,6.5186
16_Tepechitlán_Zacatecas2_bloque_5_x320_y0.tiff,model_best.pth,967,16384,5.9021
16_Tepechitlán_Zacatecas_bloque_5_x118_y64.tiff,model_best.pth,394,16384,2.4048
16_Tepechitlán_Zacatecas_bloque_6_x0_y128.tiff,model_best.pth,1238,16384,7.5562
16_Totatiche_Zacatecas_bloque_11_x187_y67.tiff,model_best.pth,603,16384,3.6804
16_Totatiche_Zacatecas_bloque_6_x128_y64.tiff,model_best.pth,1075,16384,6.5613
16_Villa Manuel_Tamaulipas_bloque_6_x128_y64.tiff,model_best.pth,4884,16384,29.8096
16_Villa Manuel_Tamaulipas_bloque_8_x64_y97.tiff,model_best.pth,2897,16384,17.6819
16_Villa Manuel_Tamaulipas_bloque_9_x128_y97.tiff,model_best.pth,3824,16384,23.3398
16_Xaltitla_Tlaxcala_bloque_21_x192_y128.tiff,model_best.pth,8830,16384,53.894
16_Xaltitla_Tlaxcala_bloque_28_x640_y128.tiff,model_best.pth,1560,16384,9.5215
16_Xaltitla_Tlaxcala_bloque_33_x320_y192.tiff,model_best.pth,11265,16384,68.7561
16_Xaltitla_Tlaxcala_bloque_39_x661_y192.tiff,model_best.pth,856,16384,5.2246
16_Xaltitla_Tlaxcala_bloque_51_x192_y320.tiff,model_best.pth,1727,16384,10.5408
16_Xaltitla_Tlaxcala_bloque_5_x576_y0.tiff,model_best.pth,520,16384,3.1738
16_Xaltitla_Tlaxcala_bloque_69_x384_y448.tiff,model_best.pth,6188,16384,37.7686
16_Xaltitla_Tlaxcala_bloque_70_x448_y448.tiff,model_best.pth,6976,16384,42.5781
16_Xaltitla_Tlaxcala_bloque_71_x512_y448.tiff,model_best.pth,8064,16384,49.2188
16_Xaltitla_Tlaxcala_bloque_72_x576_y448.tiff,model_best.pth,7969,16384,48.6389
16_Xaltitla_Tlaxcala_bloque_74_x661_y448.tiff,model_best.pth,2014,16384,12.2925
16_Xaltitla_Tlaxcala_bloque_78_x512_y512.tiff,model_best.pth,7650,16384,46.6919
16_Xaltitla_Tlaxcala_bloque_81_x661_y512.tiff,model_best.pth,840,16384,5.127
16_Xaltitla_Tlaxcala_bloque_83_x384_y576.tiff,model_best.pth,3665,16384,22.3694
16_Xaltitla_Tlaxcala_bloque_87_x320_y594.tiff,model_best.pth,224,16384,1.3672
16_Xaltitla_Tlaxcala_bloque_89_x448_y594.tiff,model_best.pth,5065,16384,30.9143
17_24_Cuajinicuilapa_Oaxaca_bloque_0_x64_y0.tiff,model_best.pth,726,16384,4.4312
17_24_Cuajinicuilapa_Oaxaca_bloque_17_x320_y128.tiff,model_best.pth,2083,16384,12.7136
17_24_Cuajinicuilapa_Oaxaca_bloque_19_x440_y128.tiff,model_best.pth,3787,16384,23.114
17_24_Ometepec_Guerrero_bloque_0_x64_y0.tiff,model_best.pth,1142,16384,6.9702
17_24_Ometepec_Guerrero_bloque_15_x192_y128.tiff,model_best.pth,2452,16384,14.9658
17_24_Ometepec_Guerrero_bloque_19_x0_y192.tiff,model_best.pth,2708,16384,16.5283
17_24_Ometepec_Guerrero_bloque_22_x192_y192.tiff,model_best.pth,2959,16384,18.0603
17_24_Ometepec_Guerrero_bloque_23_x256_y192.tiff,model_best.pth,1437,16384,8.7708
17_24_Ometepec_Guerrero_bloque_25_x373_y192.tiff,model_best.pth,3333,16384,20.343
17_24_Ometepec_Guerrero_bloque_27_x64_y199.tiff,model_best.pth,2469,16384,15.0696
17_24_Ometepec_Guerrero_bloque_28_x128_y199.tiff,model_best.pth,3627,16384,22.1375
17_24_San Lucas Quilavini_Oaxaca_bloque_0_x0_y0.tiff,model_best.pth,1741,16384,10.6262
17_24_San Lucas Quilavini_Oaxaca_bloque_9_x192_y128.tiff,model_best.pth,1673,16384,10.2112
17_24_San Pablo Guila_Oaxaca_bloque_14_x0_y248.tiff,model_best.pth,2403,16384,14.6667
17_24_Santa Bárbara_Ciudad de México_bloque_17_x384_y192.tiff,model_best.pth,283,16384,1.7273
17_24_Santa Bárbara_Ciudad de México_bloque_24_x64_y256.tiff,model_best.pth,3291,16384,20.0867
17_24_Santa Bárbara_Ciudad de México_bloque_37_x128_y320.tiff,model_best.pth,2990,16384,18.2495
17_24_Santa Bárbara_Ciudad de México_bloque_40_x320_y320.tiff,model_best.pth,3247,16384,19.8181
17_24_Santa Bárbara_Ciudad de México_bloque_41_x384_y320.tiff,model_best.pth,1002,16384,6.1157
17_24_Santa Bárbara_Ciudad de México_bloque_45_x640_y320.tiff,model_best.pth,130,16384,0.7935
17_24_Santa Bárbara_Ciudad de México_bloque_48_x128_y384.tiff,model_best.pth,6311,16384,38.5193
17_24_Santa Bárbara_Ciudad de México_bloque_52_x384_y384.tiff,model_best.pth,3016,16384,18.4082
17_24_Santa Bárbara_Ciudad de México_bloque_54_x512_y384.tiff,model_best.pth,58,16384,0.354
17_24_Santa Bárbara_Ciudad de México_bloque_56_x64_y448.tiff,model_best.pth,8200,16384,50.0488
17_24_Santa Bárbara_Ciudad de México_bloque_5_x576_y64.tiff,model_best.pth,4890,16384,29.8462
17_24_Santa Bárbara_Ciudad de México_bloque_64_x64_y512.tiff,model_best.pth,6868,16384,41.9189
17_24_Santa Bárbara_Ciudad de México_bloque_68_x320_y512.tiff,model_best.pth,9040,16384,55.1758
17_24_Santa Bárbara_Ciudad de México_bloque_69_x384_y512.tiff,model_best.pth,2541,16384,15.509
17_24_Santa Bárbara_Ciudad de México_bloque_6_x640_y64.tiff,model_best.pth,4936,16384,30.127
17_24_Santa Bárbara_Ciudad de México_bloque_72_x64_y576.tiff,model_best.pth,1469,16384,8.9661
17_24_Santa Bárbara_Ciudad de México_bloque_7_x682_y64.tiff,model_best.pth,2941,16384,17.9504
17_24_Santa Bárbara_Ciudad de México_bloque_8_x448_y128.tiff,model_best.pth,46,16384,0.2808
17_Arramberri_Nuevo_Leon_bloque_18_x256_y192.tiff,model_best.pth,2920,16384,17.8223
17_Arramberri_Nuevo_Leon_bloque_1_x64_y0.tiff,model_best.pth,3856,16384,23.5352
17_Arramberri_Nuevo_Leon_bloque_2_x128_y0.tiff,model_best.pth,3670,16384,22.3999
17_Arramberri_Nuevo_Leon_bloque_3_x192_y0.tiff,model_best.pth,811,16384,4.95
17_Arramberri_Nuevo_Leon_bloque_7_x192_y64.tiff,model_best.pth,3494,16384,21.3257
17_Arramberri_Nuevo_Leon_bloque_8_x256_y64.tiff,model_best.pth,1270,16384,7.7515
17_Córdoba_Veracruz_bloque_0_x384_y0.tiff,model_best.pth,1655,16384,10.1013
17_Córdoba_Veracruz_bloque_104_x576_y640.tiff,model_best.pth,1670,16384,10.1929
17_Córdoba_Veracruz_bloque_105_x640_y640.tiff,model_best.pth,737,16384,4.4983
17_Córdoba_Veracruz_bloque_106_x704_y640.tiff,model_best.pth,528,16384,3.2227
17_Córdoba_Veracruz_bloque_114_x576_y704.tiff,model_best.pth,9133,16384,55.7434
17_Córdoba_Veracruz_bloque_120_x256_y768.tiff,model_best.pth,10639,16384,64.9353
17_Córdoba_Veracruz_bloque_124_x512_y768.tiff,model_best.pth,13604,16384,83.0322
17_Córdoba_Veracruz_bloque_126_x640_y768.tiff,model_best.pth,8538,16384,52.1118
17_Córdoba_Veracruz_bloque_133_x448_y832.tiff,model_best.pth,11743,16384,71.6736
17_Córdoba_Veracruz_bloque_137_x64_y896.tiff,model_best.pth,1335,16384,8.1482
17_Córdoba_Veracruz_bloque_138_x128_y896.tiff,model_best.pth,8846,16384,53.9917
17_Córdoba_Veracruz_bloque_144_x512_y896.tiff,model_best.pth,6447,16384,39.3494
17_Córdoba_Veracruz_bloque_158_x384_y1024.tiff,model_best.pth,3416,16384,20.8496
17_Córdoba_Veracruz_bloque_159_x448_y1024.tiff,model_best.pth,1858,16384,11.3403
17_Córdoba_Veracruz_bloque_160_x192_y1088.tiff,model_best.pth,1458,16384,8.8989
17_Córdoba_Veracruz_bloque_169_x128_y1157.tiff,model_best.pth,2971,16384,18.1335
17_Córdoba_Veracruz_bloque_16_x640_y128.tiff,model_best.pth,891,16384,5.4382
17_Córdoba_Veracruz_bloque_21_x384_y192.tiff,model_best.pth,7355,16384,44.8914
17_Córdoba_Veracruz_bloque_24_x576_y192.tiff,model_best.pth,5093,16384,31.0852
17_Córdoba_Veracruz_bloque_2_x512_y0.tiff,model_best.pth,4147,16384,25.3113
17_Córdoba_Veracruz_bloque_31_x384_y256.tiff,model_best.pth,6579,16384,40.155
17_Córdoba_Veracruz_bloque_37_x768_y256.tiff,model_best.pth,1539,16384,9.3933
17_Córdoba_Veracruz_bloque_3_x576_y0.tiff,model_best.pth,2377,16384,14.5081
17_Córdoba_Veracruz_bloque_41_x192_y320.tiff,model_best.pth,3162,16384,19.2993
17_Córdoba_Veracruz_bloque_46_x576_y320.tiff,model_best.pth,8387,16384,51.1902
17_Córdoba_Veracruz_bloque_47_x640_y320.tiff,model_best.pth,9784,16384,59.7168
17_Córdoba_Veracruz_bloque_53_x128_y384.tiff,model_best.pth,2511,16384,15.3259
17_Córdoba_Veracruz_bloque_56_x384_y384.tiff,model_best.pth,5006,16384,30.5542
17_Córdoba_Veracruz_bloque_57_x448_y384.tiff,model_best.pth,5971,16384,36.4441
17_Córdoba_Veracruz_bloque_59_x576_y384.tiff,model_best.pth,12460,16384,76.0498
17_Córdoba_Veracruz_bloque_68_x256_y448.tiff,model_best.pth,1803,16384,11.0046
17_Córdoba_Veracruz_bloque_70_x384_y448.tiff,model_best.pth,7450,16384,45.4712
17_Córdoba_Veracruz_bloque_74_x640_y448.tiff,model_best.pth,12543,16384,76.5564
17_Córdoba_Veracruz_bloque_7_x448_y64.tiff,model_best.pth,5489,16384,33.5022
17_Córdoba_Veracruz_bloque_84_x512_y512.tiff,model_best.pth,2616,16384,15.9668
17_Córdoba_Veracruz_bloque_85_x576_y512.tiff,model_best.pth,3100,16384,18.9209
17_Córdoba_Veracruz_bloque_86_x640_y512.tiff,model_best.pth,5811,16384,35.4675
17_Córdoba_Veracruz_bloque_89_x192_y576.tiff,model_best.pth,1229,16384,7.5012
17_Córdoba_Veracruz_bloque_8_x512_y64.tiff,model_best.pth,8122,16384,49.5728
17_Córdoba_Veracruz_bloque_90_x256_y576.tiff,model_best.pth,4797,16384,29.2786
17_Córdoba_Veracruz_bloque_93_x448_y576.tiff,model_best.pth,9656,16384,58.9355
17_Córdoba_Veracruz_bloque_97_x704_y576.tiff,model_best.pth,448,16384,2.7344
17_Huitzuca_de_Figueroa_Guerrero_bloque_0_x384_y64.tiff,model_best.pth,286,16384,1.7456
17_Huitzuca_de_Figueroa_Guerrero_bloque_10_x320_y384.tiff,model_best.pth,2432,16384,14.8438
17_Huitzuca_de_Figueroa_Guerrero_bloque_14_x192_y448.tiff,model_best.pth,2008,16384,12.2559
17_Huitzuca_de_Figueroa_Guerrero_bloque_25_x398_y576.tiff,model_best.pth,2565,16384,15.6555
17_Huitzuca_de_Figueroa_Guerrero_bloque_26_x64_y640.tiff,model_best.pth,1256,16384,7.666
17_Huitzuca_de_Figueroa_Guerrero_bloque_29_x64_y704.tiff,model_best.pth,1863,16384,11.3708
17_Huitzuca_de_Figueroa_Guerrero_bloque_31_x0_y728.tiff,model_best.pth,524,16384,3.1982
17_Huitzuca_de_Figueroa_Guerrero_bloque_32_x64_y728.tiff,model_best.pth,1797,16384,10.968
17_Huitzuca_de_Figueroa_Guerrero_bloque_33_x128_y728.tiff,model_best.pth,1234,16384,7.5317
17_Huitzuca_de_Figueroa_Guerrero_bloque_4_x398_y128.tiff,model_best.pth,311,16384,1.8982
17_Huitzuca_de_Figueroa_Guerrero_bloque_5_x320_y192.tiff,model_best.pth,302,16384,1.8433
17_Huitzuca_de_Figueroa_Guerrero_bloque_9_x256_y384.tiff,model_best.pth,2367,16384,14.447
17_Zacapu_Michoacan_bloque_0_x256_y0.tiff,model_best.pth,803,16384,4.9011
17_Zacapu_Michoacan_bloque_5_x64_y111.tiff,model_best.pth,1921,16384,11.7249
18_24_Ciudad Guzmán_Jalisco_bloque_13_x189_y192.tiff,model_best.pth,2624,16384,16.0156
18_24_Ciudad Guzmán_Jalisco_bloque_17_x189_y256.tiff,model_best.pth,909,16384,5.5481
18_24_Ciudad Guzmán_Jalisco_bloque_21_x189_y320.tiff,model_best.pth,0,16384,0.0
18_24_Ciudad Guzmán_Jalisco_bloque_2_x0_y64.tiff,model_best.pth,370,16384,2.2583
18_24_Ciudad Guzmán_Jalisco_bloque_4_x128_y64.tiff,model_best.pth,589,16384,3.595
18_24_Ciudad Guzmán_Jalisco_bloque_5_x189_y64.tiff,model_best.pth,443,16384,2.7039
18_24_Ciudad Guzmán_Jalisco_bloque_8_x128_y128.tiff,model_best.pth,2277,16384,13.8977
18_24_El Sabino_Jalisco_bloque_3_x38_y64.tiff,model_best.pth,5561,16384,33.9417
18_24_San Sebastián del Sur_Jalisco_bloque_0_x64_y0.tiff,model_best.pth,82,16384,0.5005
18_24_San Sebastián del Sur_Jalisco_bloque_11_x0_y192.tiff,model_best.pth,5,16384,0.0305
18_24_San Sebastián del Sur_Jalisco_bloque_13_x128_y192.tiff,model_best.pth,358,16384,2.1851
18_24_San Sebastián del Sur_Jalisco_bloque_16_x64_y256.tiff,model_best.pth,34,16384,0.2075
18_24_San Sebastián del Sur_Jalisco_bloque_21_x128_y320.tiff,model_best.pth,0,16384,0.0
18_24_San Sebastián del Sur_Jalisco_bloque_23_x0_y327.tiff,model_best.pth,0,16384,0.0
18_24_San Sebastián del Sur_Jalisco_bloque_5_x128_y64.tiff,model_best.pth,2,16384,0.0122
18_24_San Sebastián del Sur_Jalisco_bloque_6_x134_y64.tiff,model_best.pth,8,16384,0.0488
18_24_San Sebastián del Sur_Jalisco_bloque_7_x0_y128.tiff,model_best.pth,0,16384,0.0
18_Arcelia_Guerrero_bloque_5_x149_y64.tiff,model_best.pth,983,16384,5.9998
18_Atenango_del_rio_Guerrero_bloque_10_x128_y320.tiff,model_best.pth,0,16384,0.0
18_Atenango_del_rio_Guerrero_bloque_15_x64_y512.tiff,model_best.pth,0,16384,0.0
18_Atenango_del_rio_Guerrero_bloque_22_x128_y896.tiff,model_best.pth,0,16384,0.0
18_Atenango_del_rio_Guerrero_bloque_5_x256_y64.tiff,model_best.pth,0,16384,0.0
18_Jolalpan_Puebla_bloque_11_x64_y192.tiff,model_best.pth,2200,16384,13.4277
18_Jolalpan_Puebla_bloque_19_x256_y256.tiff,model_best.pth,307,16384,1.8738
18_Jolalpan_Puebla_bloque_23_x1664_y320.tiff,model_best.pth,934,16384,5.7007
18_Jolalpan_Puebla_bloque_26_x1600_y384.tiff,model_best.pth,776,16384,4.7363
18_Jolalpan_Puebla_bloque_31_x1600_y448.tiff,model_best.pth,762,16384,4.6509
18_Jolalpan_Puebla_bloque_38_x1280_y640.tiff,model_best.pth,3172,16384,19.3604
18_Jolalpan_Puebla_bloque_42_x128_y704.tiff,model_best.pth,1023,16384,6.2439
18_Jolalpan_Puebla_bloque_47_x64_y768.tiff,model_best.pth,787,16384,4.8035
18_Jolalpan_Puebla_bloque_50_x1280_y768.tiff,model_best.pth,2306,16384,14.0747
18_Jolalpan_Puebla_bloque_51_x1344_y768.tiff,model_best.pth,2417,16384,14.7522
18_Jolalpan_Puebla_bloque_53_x256_y832.tiff,model_best.pth,1524,16384,9.3018
18_Jolalpan_Puebla_bloque_55_x1216_y832.tiff,model_best.pth,2095,16384,12.7869
18_Jolalpan_Puebla_bloque_56_x1280_y832.tiff,model_best.pth,2645,16384,16.1438
18_Jolalpan_Puebla_bloque_58_x1408_y832.tiff,model_best.pth,1364,16384,8.3252
18_Jolalpan_Puebla_bloque_59_x1216_y896.tiff,model_best.pth,1808,16384,11.0352
18_Jolalpan_Puebla_bloque_5_x320_y64.tiff,model_best.pth,2862,16384,17.4683
18_Jolalpan_Puebla_bloque_68_x64_y1216.tiff,model_best.pth,2100,16384,12.8174
18_Jolalpan_Puebla_bloque_6_x64_y128.tiff,model_best.pth,993,16384,6.0608
18_Jolalpan_Puebla_bloque_70_x192_y1216.tiff,model_best.pth,2193,16384,13.385
18_Jolalpan_Puebla_bloque_75_x384_y1280.tiff,model_best.pth,2304,16384,14.0625
18_Jolalpan_Puebla_bloque_7_x128_y128.tiff,model_best.pth,2932,16384,17.8955
18_Jolalpan_Puebla_bloque_9_x256_y128.tiff,model_best.pth,3252,16384,19.8486
18_Ocampo_Coahuila_bloque_12_x64_y256.tiff,model_best.pth,896,16384,5.4688
18_Ocampo_Coahuila_bloque_13_x256_y256.tiff,model_best.pth,800,16384,4.8828
18_Ocampo_Coahuila_bloque_1_x448_y0.tiff,model_best.pth,499,16384,3.0457
18_Ocampo_Coahuila_bloque_25_x256_y384.tiff,model_best.pth,472,16384,2.8809
18_Ocampo_Coahuila_bloque_2_x1152_y0.tiff,model_best.pth,859,16384,5.2429
18_Ocampo_Coahuila_bloque_30_x128_y448.tiff,model_best.pth,1185,16384,7.2327
18_Ocampo_Coahuila_bloque_34_x704_y448.tiff,model_best.pth,1410,16384,8.606
18_Ocampo_Coahuila_bloque_38_x704_y512.tiff,model_best.pth,592,16384,3.6133
18_Ocampo_Coahuila_bloque_7_x1152_y64.tiff,model_best.pth,606,16384,3.6987
18_Ocampo_Coahuila_bloque_8_x1166_y64.tiff,model_best.pth,534,16384,3.2593
18_Ocampo_Coahuila_bloque_9_x1152_y128.tiff,model_best.pth,100,16384,0.6104
18_Tomatlan_Jalisco_bloque_12_x0_y256.tiff,model_best.pth,1012,16384,6.1768
18_Tomatlan_Jalisco_bloque_6_x64_y128.tiff,model_best.pth,2685,16384,16.3879
18_Tomatlan_Jalisco_bloque_8_x187_y128.tiff,model_best.pth,1131,16384,6.9031
18_Tomatlan_Jalisco_bloque_9_x0_y192.tiff,model_best.pth,2010,16384,12.2681
19_Bocoyna_Chihuahua_bloque_13_x256_y128.tiff,model_best.pth,8292,16384,50.6104
19_Bocoyna_Chihuahua_bloque_18_x576_y128.tiff,model_best.pth,2496,16384,15.2344
19_Bocoyna_Chihuahua_bloque_19_x640_y128.tiff,model_best.pth,699,16384,4.2664
19_Bocoyna_Chihuahua_bloque_1_x384_y0.tiff,model_best.pth,2418,16384,14.7583
19_Bocoyna_Chihuahua_bloque_20_x704_y128.tiff,model_best.pth,668,16384,4.0771
19_Bocoyna_Chihuahua_bloque_22_x0_y192.tiff,model_best.pth,924,16384,5.6396
19_Bocoyna_Chihuahua_bloque_23_x64_y192.tiff,model_best.pth,4203,16384,25.6531
19_Bocoyna_Chihuahua_bloque_25_x192_y192.tiff,model_best.pth,10693,16384,65.2649
19_Bocoyna_Chihuahua_bloque_27_x320_y192.tiff,model_best.pth,9451,16384,57.6843
19_Bocoyna_Chihuahua_bloque_30_x512_y192.tiff,model_best.pth,7323,16384,44.696
19_Bocoyna_Chihuahua_bloque_47_x704_y256.tiff,model_best.pth,3476,16384,21.2158
19_Bocoyna_Chihuahua_bloque_54_x320_y320.tiff,model_best.pth,3082,16384,18.811
19_Bocoyna_Chihuahua_bloque_55_x384_y320.tiff,model_best.pth,2323,16384,14.1785
19_Bocoyna_Chihuahua_bloque_56_x448_y320.tiff,model_best.pth,623,16384,3.8025
19_Bocoyna_Chihuahua_bloque_61_x64_y384.tiff,model_best.pth,2144,16384,13.0859
19_Bocoyna_Chihuahua_bloque_66_x384_y384.tiff,model_best.pth,5130,16384,31.311
19_Bocoyna_Chihuahua_bloque_70_x640_y384.tiff,model_best.pth,1460,16384,8.9111
19_Bocoyna_Chihuahua_bloque_72_x128_y448.tiff,model_best.pth,2043,16384,12.4695
19_Bocoyna_Chihuahua_bloque_76_x384_y448.tiff,model_best.pth,4928,16384,30.0781
19_Bocoyna_Chihuahua_bloque_7_x448_y64.tiff,model_best.pth,6718,16384,41.0034
19_Bocoyna_Chihuahua_bloque_8_x512_y64.tiff,model_best.pth,2596,16384,15.8447
19_Guadalupe_y_calvo_Chihuahua_bloque_11_x320_y64.tiff,model_best.pth,732,16384,4.4678
19_Guadalupe_y_calvo_Chihuahua_bloque_13_x0_y128.tiff,model_best.pth,3419,16384,20.8679
19_Guadalupe_y_calvo_Chihuahua_bloque_16_x192_y128.tiff,model_best.pth,2040,16384,12.4512
19_Guadalupe_y_calvo_Chihuahua_bloque_17_x256_y128.tiff,model_best.pth,1193,16384,7.2815
19_Guadalupe_y_calvo_Chihuahua_bloque_18_x0_y192.tiff,model_best.pth,2668,16384,16.2842
19_Guadalupe_y_calvo_Chihuahua_bloque_20_x128_y192.tiff,model_best.pth,1603,16384,9.7839
19_Guadalupe_y_calvo_Chihuahua_bloque_26_x192_y256.tiff,model_best.pth,1180,16384,7.2021
19_Guazapares_Chihuahua_bloque_0_x256_y0.tiff,model_best.pth,2248,16384,13.7207
19_Guazapares_Chihuahua_bloque_104_x704_y576.tiff,model_best.pth,164,16384,1.001
19_Guazapares_Chihuahua_bloque_107_x128_y640.tiff,model_best.pth,5320,16384,32.4707
19_Guazapares_Chihuahua_bloque_114_x576_y640.tiff,model_best.pth,430,16384,2.6245
19_Guazapares_Chihuahua_bloque_116_x704_y640.tiff,model_best.pth,99,16384,0.6042
19_Guazapares_Chihuahua_bloque_117_x0_y704.tiff,model_best.pth,2814,16384,17.1753
19_Guazapares_Chihuahua_bloque_122_x320_y704.tiff,model_best.pth,2451,16384,14.9597
19_Guazapares_Chihuahua_bloque_12_x448_y64.tiff,model_best.pth,5341,16384,32.5989
19_Guazapares_Chihuahua_bloque_133_x320_y768.tiff,model_best.pth,2648,16384,16.1621
19_Guazapares_Chihuahua_bloque_134_x384_y768.tiff,model_best.pth,2580,16384,15.7471
19_Guazapares_Chihuahua_bloque_137_x576_y768.tiff,model_best.pth,3,16384,0.0183
19_Guazapares_Chihuahua_bloque_140_x192_y832.tiff,model_best.pth,2114,16384,12.9028
19_Guazapares_Chihuahua_bloque_145_x512_y832.tiff,model_best.pth,63,16384,0.3845
19_Guazapares_Chihuahua_bloque_153_x192_y913.tiff,model_best.pth,776,16384,4.7363
19_Guazapares_Chihuahua_bloque_154_x256_y913.tiff,model_best.pth,476,16384,2.9053
19_Guazapares_Chihuahua_bloque_155_x320_y913.tiff,model_best.pth,643,16384,3.9246
19_Guazapares_Chihuahua_bloque_16_x780_y64.tiff,model_best.pth,235,16384,1.4343
19_Guazapares_Chihuahua_bloque_18_x64_y128.tiff,model_best.pth,4942,16384,30.1636
19_Guazapares_Chihuahua_bloque_19_x128_y128.tiff,model_best.pth,7694,16384,46.9604
19_Guazapares_Chihuahua_bloque_22_x320_y128.tiff,model_best.pth,5735,16384,35.0037
19_Guazapares_Chihuahua_bloque_25_x512_y128.tiff,model_best.pth,3339,16384,20.3796
19_Guazapares_Chihuahua_bloque_2_x384_y0.tiff,model_best.pth,4186,16384,25.5493
19_Guazapares_Chihuahua_bloque_34_x384_y192.tiff,model_best.pth,5140,16384,31.3721
19_Guazapares_Chihuahua_bloque_38_x640_y192.tiff,model_best.pth,2900,16384,17.7002
19_Guazapares_Chihuahua_bloque_3_x448_y0.tiff,model_best.pth,1342,16384,8.1909
19_Guazapares_Chihuahua_bloque_41_x780_y192.tiff,model_best.pth,131,16384,0.7996
19_Guazapares_Chihuahua_bloque_51_x576_y256.tiff,model_best.pth,4887,16384,29.8279
19_Guazapares_Chihuahua_bloque_53_x704_y256.tiff,model_best.pth,1045,16384,6.3782
19_Guazapares_Chihuahua_bloque_61_x448_y320.tiff,model_best.pth,1179,16384,7.196
19_Guazapares_Chihuahua_bloque_62_x512_y320.tiff,model_best.pth,4189,16384,25.5676
19_Guazapares_Chihuahua_bloque_69_x256_y384.tiff,model_best.pth,5300,16384,32.3486
19_Guazapares_Chihuahua_bloque_71_x384_y384.tiff,model_best.pth,3707,16384,22.6257
19_Guazapares_Chihuahua_bloque_79_x256_y448.tiff,model_best.pth,6737,16384,41.1194
19_Guazapares_Chihuahua_bloque_84_x64_y512.tiff,model_best.pth,5651,16384,34.491
19_Guazapares_Chihuahua_bloque_91_x512_y512.tiff,model_best.pth,1513,16384,9.2346
19_Guazapares_Chihuahua_bloque_9_x256_y64.tiff,model_best.pth,5983,16384,36.5173
19_Huamuxtitlan_bloque_2_x256_y320.tiff,model_best.pth,4570,16384,27.8931
19_Huamuxtitlan_bloque_5_x256_y384.tiff,model_best.pth,2414,16384,14.7339
19_Jala_Nayarit_bloque_102_x0_y832.tiff,model_best.pth,1508,16384,9.2041
19_Jala_Nayarit_bloque_104_x128_y832.tiff,model_best.pth,71,16384,0.4333
19_Jala_Nayarit_bloque_12_x1472_y192.tiff,model_best.pth,1563,16384,9.5398
19_Jala_Nayarit_bloque_14_x320_y256.tiff,model_best.pth,427,16384,2.6062
19_Jala_Nayarit_bloque_16_x1280_y256.tiff,model_best.pth,1130,16384,6.897
19_Jala_Nayarit_bloque_19_x1472_y256.tiff,model_best.pth,1342,16384,8.1909
19_Jala_Nayarit_bloque_1_x1152_y0.tiff,model_best.pth,1245,16384,7.5989
19_Jala_Nayarit_bloque_26_x1152_y320.tiff,model_best.pth,70,16384,0.4272
19_Jala_Nayarit_bloque_31_x1472_y320.tiff,model_best.pth,2768,16384,16.8945
19_Jala_Nayarit_bloque_32_x1536_y320.tiff,model_best.pth,3798,16384,23.1812
19_Jala_Nayarit_bloque_35_x128_y384.tiff,model_best.pth,227,16384,1.3855
19_Jala_Nayarit_bloque_3_x1088_y64.tiff,model_best.pth,1516,16384,9.2529
19_Jala_Nayarit_bloque_46_x1536_y384.tiff,model_best.pth,3888,16384,23.7305
19_Jala_Nayarit_bloque_58_x1216_y448.tiff,model_best.pth,1149,16384,7.0129
19_Jala_Nayarit_bloque_68_x256_y512.tiff,model_best.pth,91,16384,0.5554
19_Jala_Nayarit_bloque_73_x1216_y512.tiff,model_best.pth,1059,16384,6.4636
19_Jala_Nayarit_bloque_76_x1408_y512.tiff,model_best.pth,1528,16384,9.3262
19_Jala_Nayarit_bloque_77_x1472_y512.tiff,model_best.pth,707,16384,4.3152
19_Jala_Nayarit_bloque_84_x384_y576.tiff,model_best.pth,147,16384,0.8972
19_Jala_Nayarit_bloque_90_x320_y640.tiff,model_best.pth,329,16384,2.0081
19_Jala_Nayarit_bloque_91_x384_y640.tiff,model_best.pth,93,16384,0.5676
19_Jala_Nayarit_bloque_92_x0_y704.tiff,model_best.pth,871,16384,5.3162
19_Jala_Nayarit_bloque_97_x320_y704.tiff,model_best.pth,887,16384,5.4138
19_Monte_Escobedo2_bloque_15_x896_y512.tiff,model_best.pth,64,16384,0.3906
